match_id,ist_fall,status,espn_hz,fd_hz,eigentor_h1
E1-0506-2005-09-27-sheffield-united-plymouth,0,Halbzeit stimmt,2:0,2:0,0
E1-0506-2005-09-30-wolves-burnley,1,Halbzeit stimmt,0:1,0:1,0
E1-0506-2005-10-18-crystal-palace-brighton,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2005-10-29-sheffield-united-cardiff,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2005-11-01-reading-sheffield-weds,0,Halbzeit stimmt,1:0,1:0,1
E1-0506-2005-11-19-reading-hull,0,Halbzeit stimmt,1:0,1:0,0
E1-0506-2005-11-19-sheffield-united-millwall,0,Halbzeit stimmt,1:1,1:1,0
E1-0506-2005-12-03-crystal-palace-millwall,0,Halbzeit stimmt,0:1,0:1,0
E1-0506-2005-12-03-sheffield-united-sheffield-weds,0,Halbzeit stimmt,1:0,1:0,0
E1-0506-2005-12-03-watford-brighton,0,Halbzeit stimmt,1:0,1:0,0
E1-0506-2005-12-10-reading-brighton,0,Halbzeit stimmt,1:0,1:0,1
E1-0506-2005-12-10-watford-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2005-12-17-leicester-crewe,0,Halbzeit stimmt,0:1,0:1,0
E1-0506-2005-12-26-preston-sheffield-weds,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2005-12-28-reading-leicester,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2005-12-31-burnley-sheffield-weds,1,Halbzeit stimmt,0:1,0:1,0
E1-0506-2005-12-31-leeds-hull,0,Halbzeit stimmt,1:0,1:0,0
E1-0506-2005-12-31-sheffield-united-stoke,0,Halbzeit stimmt,1:0,1:0,0
E1-0506-2006-01-02-crystal-palace-leicester,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-01-02-reading-cardiff,0,Halbzeit stimmt,2:0,2:0,0
E1-0506-2006-01-14-reading-coventry,0,Halbzeit weicht ab,1:0,0:0,0
E1-0506-2006-01-21-sheffield-united-brighton,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-01-28-watford-crewe,0,Halbzeit stimmt,2:0,2:0,0
E1-0506-2006-01-31-reading-norwich,0,Halbzeit stimmt,2:0,2:0,0
E1-0506-2006-02-10-reading-southampton,0,Halbzeit stimmt,2:0,2:0,0
E1-0506-2006-02-11-wolves-crewe,1,Halbzeit stimmt,1:1,1:1,0
E1-0506-2006-02-14-crystal-palace-qpr,0,Halbzeit stimmt,2:0,2:0,0
E1-0506-2006-02-25-sheffield-united-qpr,1,Halbzeit stimmt,2:1,2:1,1
E1-0506-2006-03-03-sheffield-united-crewe,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-03-04-watford-derby,1,Halbzeit stimmt,1:1,1:1,0
E1-0506-2006-03-07-wolves-stoke,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-03-11-reading-watford,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-03-25-leeds-stoke,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-03-25-watford-millwall,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-03-25-wolves-sheffield-weds,0,Halbzeit stimmt,0:1,0:1,0
E1-0506-2006-03-28-preston-crewe,0,Halbzeit stimmt,1:0,1:0,0
E1-0506-2006-04-01-reading-derby,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-04-08-leeds-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-04-08-sheffield-united-hull,0,Halbzeit stimmt,1:0,1:0,0
E1-0506-2006-04-15-crystal-palace-crewe,0,Halbzeit stimmt,2:0,2:0,0
E1-0506-2006-04-17-reading-stoke,0,Halbzeit stimmt,1:0,1:0,0
E1-0506-2006-04-22-leeds-crewe,0,Halbzeit stimmt,0:0,0:0,0
E1-0506-2006-04-30-reading-qpr,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2006-08-05-birmingham-colchester,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2006-08-05-west-brom-hull,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-08-08-crystal-palace-southend,0,Halbzeit stimmt,0:1,0:1,0
E1-0607-2006-08-19-west-brom-colchester,0,Halbzeit stimmt,2:0,2:0,0
E1-0607-2006-09-09-birmingham-hull,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2006-09-16-birmingham-ipswich,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-09-16-sunderland-leicester,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-09-16-west-brom-southend,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-09-30-southampton-qpr,0,Halbzeit stimmt,1:2,1:2,0
E1-0607-2006-10-17-burnley-southend,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-10-21-preston-hull,0,Halbzeit stimmt,2:0,2:0,0
E1-0607-2006-10-21-sunderland-barnsley,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-10-31-west-brom-qpr,0,Halbzeit stimmt,2:1,2:1,0
E1-0607-2006-11-04-southampton-hull,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-11-04-wolves-southend,0,Halbzeit stimmt,3:0,3:0,0
E1-0607-2006-11-11-birmingham-barnsley,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2006-11-17-cardiff-qpr,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-12-02-birmingham-plymouth,0,Halbzeit stimmt,3:0,3:0,0
E1-0607-2006-12-02-cardiff-colchester,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-12-26-birmingham-qpr,0,Halbzeit stimmt,1:1,1:1,0
E1-0607-2006-12-26-norwich-southend,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2006-12-29-birmingham-luton,0,Halbzeit stimmt,1:1,1:1,0
E1-0607-2006-12-30-coventry-southend,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2006-12-30-southampton-leicester,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2006-12-30-stoke-leeds,0,Halbzeit stimmt,1:1,1:1,0
E1-0607-2007-01-12-west-brom-luton,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2007-01-13-cardiff-southend,1,Halbzeit stimmt,0:1,0:1,0
E1-0607-2007-01-13-southampton-burnley,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2007-01-30-birmingham-southend,0,Halbzeit stimmt,1:1,1:1,1
E1-0607-2007-01-31-west-brom-plymouth,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2007-02-02-cardiff-barnsley,0,Halbzeit stimmt,2:0,2:0,0
E1-0607-2007-02-03-stoke-southend,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2007-02-03-sunderland-coventry,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2007-02-10-derby-hull,0,Halbzeit stimmt,2:1,2:1,0
E1-0607-2007-02-17-southampton-barnsley,1,Halbzeit stimmt,1:1,1:1,0
E1-0607-2007-02-17-stoke-luton,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2007-02-17-sunderland-southend,0,Halbzeit stimmt,2:0,2:0,0
E1-0607-2007-02-20-preston-norwich,0,Halbzeit stimmt,2:0,2:0,0
E1-0607-2007-02-26-stoke-barnsley,0,Halbzeit stimmt,0:1,0:1,0
E1-0607-2007-02-27-birmingham-leeds,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2007-03-13-derby-qpr,1,Halbzeit stimmt,0:1,0:1,0
E1-0607-2007-03-13-sunderland-stoke,1,Halbzeit stimmt,1:2,1:2,0
E1-0607-2007-03-14-west-brom-crystal-palace,0,Halbzeit stimmt,1:2,1:2,0
E1-0607-2007-03-16-southampton-colchester,1,Halbzeit stimmt,1:2,1:2,0
E1-0607-2007-03-17-sunderland-hull,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2007-04-07-birmingham-burnley,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2007-04-09-derby-coventry,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2007-04-13-west-brom-sheffield-weds,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2007-04-14-sunderland-qpr,0,Halbzeit stimmt,1:1,1:1,0
E1-0607-2007-04-20-derby-luton,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2007-04-27-sunderland-burnley,0,Halbzeit stimmt,1:1,1:1,0
E1-0607-2007-04-28-leeds-ipswich,0,Halbzeit stimmt,1:0,1:0,0
E1-0607-2007-04-28-southend-luton,1,Halbzeit stimmt,0:2,0:2,0
E1-0607-2007-04-28-wolves-qpr,0,Halbzeit stimmt,0:0,0:0,0
E1-0607-2007-05-06-southampton-southend,1,Halbzeit stimmt,1:1,1:1,0
E1-0607-2007-05-06-west-brom-barnsley,0,Halbzeit stimmt,4:0,4:0,0
E1-0708-2007-08-11-charlton-scunthorpe,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-08-11-sheffield-united-colchester,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-08-25-wolves-blackpool,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-09-01-west-brom-barnsley,0,Halbzeit stimmt,2:0,2:0,0
E1-0708-2007-09-18-stoke-barnsley,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-09-29-watford-blackpool,0,Halbzeit stimmt,1:0,1:0,0
E1-0708-2007-09-30-west-brom-qpr,0,Halbzeit stimmt,3:1,3:1,0
E1-0708-2007-10-02-watford-sheffield-weds,0,Halbzeit stimmt,2:1,2:1,0
E1-0708-2007-10-06-charlton-barnsley,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-10-20-stoke-sheffield-weds,0,Halbzeit stimmt,2:2,2:2,0
E1-0708-2007-10-20-watford-hull,0,Halbzeit stimmt,1:0,1:0,0
E1-0708-2007-10-23-west-brom-blackpool,0,Halbzeit stimmt,1:1,1:1,0
E1-0708-2007-10-27-charlton-qpr,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-10-27-west-brom-norwich,0,Halbzeit stimmt,1:0,1:0,0
E1-0708-2007-11-06-west-brom-sheffield-weds,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-11-10-watford-colchester,0,Halbzeit weicht ab,1:2,1:1,0
E1-0708-2007-11-10-wolves-barnsley,0,Halbzeit stimmt,1:0,1:0,0
E1-0708-2007-11-27-watford-burnley,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-11-28-wolves-colchester,0,Halbzeit stimmt,1:0,1:0,0
E1-0708-2007-12-01-ipswich-barnsley,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-12-01-watford-bristol-city,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-12-01-wolves-preston,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-12-04-west-brom-coventry,1,Halbzeit stimmt,0:2,0:2,0
E1-0708-2007-12-11-burnley-qpr,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2007-12-15-ipswich-scunthorpe,1,Halbzeit stimmt,2:2,2:2,0
E1-0708-2007-12-29-watford-qpr,1,Halbzeit stimmt,0:3,0:3,0
E1-0708-2007-12-29-west-brom-scunthorpe,0,Halbzeit stimmt,2:0,2:0,0
E1-0708-2008-01-01-charlton-colchester,1,Halbzeit stimmt,1:2,1:2,0
E1-0708-2008-01-12-bristol-city-colchester,1,Halbzeit stimmt,1:1,1:1,0
E1-0708-2008-01-12-southampton-scunthorpe,0,Halbzeit stimmt,1:0,1:0,0
E1-0708-2008-02-02-west-brom-burnley,1,Halbzeit stimmt,1:1,1:1,0
E1-0708-2008-02-12-west-brom-sheffield-united,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2008-02-15-stoke-scunthorpe,1,Halbzeit stimmt,0:2,0:2,0
E1-0708-2008-02-23-watford-preston,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2008-02-23-west-brom-hull,1,Halbzeit stimmt,1:1,1:1,0
E1-0708-2008-03-01-west-brom-plymouth,0,Halbzeit stimmt,1:0,1:0,0
E1-0708-2008-03-08-crystal-palace-colchester,0,Halbzeit stimmt,1:1,1:1,1
E1-0708-2008-03-15-west-brom-leicester,0,Halbzeit stimmt,1:1,1:1,0
E1-0708-2008-03-18-wolves-scunthorpe,1,Halbzeit stimmt,0:1,0:1,0
E1-0708-2008-03-29-west-brom-colchester,1,Halbzeit stimmt,2:2,2:2,0
E1-0708-2008-04-09-watford-barnsley,0,Halbzeit stimmt,0:1,0:1,0
E1-0708-2008-04-12-crystal-palace-scunthorpe,0,Halbzeit stimmt,2:0,2:0,0
E1-0708-2008-04-12-leicester-colchester,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2008-04-26-watford-scunthorpe,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2008-04-28-west-brom-southampton,0,Halbzeit stimmt,0:0,0:0,0
E1-0708-2008-05-04-crystal-palace-burnley,0,Halbzeit stimmt,3:0,3:0,0
E1-0708-2008-05-04-wolves-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-08-09-qpr-barnsley,1,Halbzeit stimmt,2:1,2:1,0
E1-0809-2008-08-16-reading-plymouth,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2008-08-23-birmingham-barnsley,0,Halbzeit stimmt,2:0,2:0,0
E1-0809-2008-09-13-birmingham-doncaster,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-09-20-birmingham-blackpool,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-09-30-ipswich-barnsley,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2008-09-30-qpr-blackpool,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2008-10-04-reading-burnley,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2008-10-18-qpr-nott-m-forest,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-10-21-reading-doncaster,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2008-10-21-sheffield-united-southampton,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-10-25-birmingham-sheffield-weds,0,Halbzeit stimmt,3:1,3:1,0
E1-0809-2008-10-25-reading-qpr,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-10-28-crystal-palace-nott-m-forest,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2008-11-02-derby-nott-m-forest,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-11-03-birmingham-coventry,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-11-08-reading-derby,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2008-11-15-birmingham-charlton,0,Halbzeit stimmt,1:2,1:2,0
E1-0809-2008-11-22-burnley-doncaster,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-11-22-reading-southampton,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2008-11-22-wolves-blackpool,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2008-12-01-reading-coventry,1,Halbzeit stimmt,2:1,2:1,0
E1-0809-2008-12-06-birmingham-watford,1,Halbzeit stimmt,2:1,2:1,0
E1-0809-2008-12-09-reading-blackpool,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2008-12-09-wolves-derby,0,Halbzeit stimmt,2:0,2:0,0
E1-0809-2008-12-13-crystal-palace-doncaster,1,Halbzeit stimmt,1:1,1:1,0
E1-0809-2008-12-13-reading-norwich,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-12-13-wolves-barnsley,0,Halbzeit stimmt,1:0,1:0,1
E1-0809-2008-12-26-burnley-barnsley,1,Halbzeit stimmt,1:1,1:1,0
E1-0809-2008-12-26-reading-cardiff,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-12-26-wolves-sheffield-united,0,Halbzeit stimmt,1:1,1:1,0
E1-0809-2008-12-28-birmingham-swansea,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-12-28-cardiff-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2008-12-28-sheffield-united-charlton,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2009-01-09-reading-watford,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2009-01-10-sheffield-united-norwich,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2009-01-10-wolves-preston,0,Halbzeit stimmt,1:2,1:2,0
E1-0809-2009-01-27-birmingham-derby,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-01-27-sheffield-united-doncaster,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-01-31-burnley-charlton,0,Halbzeit stimmt,0:1,0:1,0
E1-0809-2009-01-31-cardiff-nott-m-forest,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2009-01-31-ipswich-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-01-31-wolves-watford,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2009-02-03-preston-plymouth,1,Halbzeit stimmt,1:1,1:1,0
E1-0809-2009-02-03-wolves-norwich,0,Halbzeit stimmt,1:1,1:1,0
E1-0809-2009-02-07-reading-preston,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-02-14-ipswich-blackpool,1,Halbzeit stimmt,1:1,1:1,0
E1-0809-2009-02-21-reading-bristol-city,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2009-02-28-bristol-city-blackpool,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-02-28-reading-nott-m-forest,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-02-28-swansea-charlton,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2009-02-28-wolves-plymouth,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2009-03-03-cardiff-barnsley,0,Halbzeit stimmt,2:0,2:0,0
E1-0809-2009-03-03-ipswich-southampton,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2009-03-10-reading-charlton,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2009-03-10-sheffield-united-blackpool,0,Halbzeit stimmt,1:1,1:1,1
E1-0809-2009-03-10-swansea-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-03-14-wolves-charlton,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2009-04-07-sheffield-united-barnsley,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-04-10-wolves-southampton,0,Halbzeit stimmt,3:0,3:0,0
E1-0809-2009-04-13-birmingham-plymouth,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2009-04-13-sheffield-united-nott-m-forest,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-04-18-reading-barnsley,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-04-18-wolves-qpr,0,Halbzeit stimmt,0:0,0:0,0
E1-0809-2009-04-25-cardiff-ipswich,1,Halbzeit stimmt,0:1,0:1,0
E1-0809-2009-05-03-burnley-bristol-city,0,Halbzeit stimmt,2:0,2:0,0
E1-0809-2009-05-03-ipswich-coventry,0,Halbzeit stimmt,2:0,2:0,0
E1-0809-2009-05-03-preston-qpr,0,Halbzeit stimmt,1:0,1:0,0
E1-0809-2009-05-03-wolves-doncaster,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-08-08-cardiff-scunthorpe,0,Halbzeit stimmt,3:0,3:0,0
E1-0910-2009-08-15-sheffield-united-watford,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2009-08-22-middlesbrough-doncaster,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2009-09-12-west-brom-plymouth,1,Halbzeit stimmt,2:1,2:1,0
E1-0910-2009-09-15-west-brom-doncaster,1,Halbzeit stimmt,1:1,1:1,0
E1-0910-2009-09-19-newcastle-plymouth,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2009-09-26-qpr-barnsley,0,Halbzeit stimmt,3:0,3:0,0
E1-0910-2009-09-26-west-brom-crystal-palace,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-09-29-sheffield-united-ipswich,0,Halbzeit stimmt,1:2,1:2,0
E1-0910-2009-09-30-newcastle-qpr,1,Halbzeit stimmt,0:1,0:1,0
E1-0910-2009-10-03-newcastle-bristol-city,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-10-03-sheffield-united-doncaster,0,Halbzeit stimmt,0:1,0:1,0
E1-0910-2009-10-17-middlesbrough-watford,1,Halbzeit stimmt,0:1,0:1,0
E1-0910-2009-10-17-west-brom-reading,1,Halbzeit stimmt,1:1,1:1,0
E1-0910-2009-10-20-cardiff-coventry,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2009-10-20-middlesbrough-derby,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2009-10-20-west-brom-swansea,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-10-24-newcastle-doncaster,1,Halbzeit stimmt,0:1,0:1,0
E1-0910-2009-10-31-middlesbrough-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-10-31-west-brom-watford,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2009-11-07-newcastle-peterboro,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2009-11-21-leicester-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-11-21-sheffield-united-peterboro,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2009-11-21-west-brom-bristol-city,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2009-11-28-qpr-coventry,1,Halbzeit stimmt,1:1,1:1,0
E1-0910-2009-12-05-newcastle-watford,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2009-12-08-middlesbrough-blackpool,1,Halbzeit stimmt,0:2,0:2,0
E1-0910-2009-12-08-swansea-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-12-08-west-brom-cardiff,1,Halbzeit stimmt,0:1,0:1,0
E1-0910-2009-12-12-preston-plymouth,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2009-12-14-west-brom-qpr,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-12-26-cardiff-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-12-26-middlesbrough-scunthorpe,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2009-12-26-west-brom-peterboro,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-12-28-newcastle-derby,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2009-12-28-nott-m-forest-coventry,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-01-26-swansea-coventry,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2010-01-27-newcastle-crystal-palace,0,Halbzeit stimmt,1:0,1:0,1
E1-0910-2010-01-30-cardiff-doncaster,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-01-30-qpr-scunthorpe,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2010-02-06-nott-m-forest-sheffield-weds,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-02-09-cardiff-peterboro,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-02-09-reading-plymouth,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2010-02-09-west-brom-scunthorpe,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-02-13-middlesbrough-peterboro,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-02-17-newcastle-coventry,0,Halbzeit stimmt,1:1,1:1,0
E1-0910-2010-02-20-newcastle-preston,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-02-27-middlesbrough-qpr,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2010-02-27-sheffield-united-plymouth,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2010-02-27-swansea-peterboro,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-02-27-west-brom-derby,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2010-03-06-newcastle-barnsley,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-03-09-west-brom-sheffield-weds,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2010-03-13-ipswich-scunthorpe,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2010-03-13-swansea-sheffield-weds,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2010-03-13-west-brom-blackpool,1,Halbzeit stimmt,1:1,1:1,0
E1-0910-2010-03-17-newcastle-scunthorpe,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2010-03-20-nott-m-forest-peterboro,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-03-20-west-brom-preston,0,Halbzeit stimmt,3:2,3:2,0
E1-0910-2010-03-23-ipswich-plymouth,1,Halbzeit stimmt,0:1,0:1,0
E1-0910-2010-03-23-nott-m-forest-crystal-palace,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-03-24-west-brom-coventry,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-03-28-sheffield-united-scunthorpe,0,Halbzeit stimmt,0:1,0:1,0
E1-0910-2010-04-02-west-brom-leicester,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2010-04-03-middlesbrough-crystal-palace,0,Halbzeit stimmt,1:1,1:1,0
E1-0910-2010-04-05-newcastle-sheffield-united,1,Halbzeit stimmt,1:1,1:1,0
E1-0910-2010-04-05-reading-coventry,0,Halbzeit stimmt,3:0,3:0,0
E1-0910-2010-04-05-swansea-scunthorpe,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-04-10-middlesbrough-sheffield-weds,0,Halbzeit stimmt,1:0,1:0,0
E1-0910-2010-04-10-newcastle-blackpool,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2010-04-17-reading-peterboro,0,Halbzeit stimmt,4:0,4:0,0
E1-0910-2010-04-17-swansea-barnsley,0,Halbzeit stimmt,2:1,2:1,0
E1-0910-2010-04-24-middlesbrough-coventry,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2010-04-24-newcastle-ipswich,0,Halbzeit stimmt,1:1,1:1,0
E1-0910-2010-04-24-nott-m-forest-plymouth,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2010-05-02-blackpool-bristol-city,1,Halbzeit stimmt,0:1,0:1,0
E1-0910-2010-05-02-reading-preston,0,Halbzeit stimmt,2:0,2:0,0
E1-0910-2010-05-02-swansea-doncaster,0,Halbzeit stimmt,0:0,0:0,0
E1-0910-2010-05-02-west-brom-barnsley,0,Halbzeit stimmt,0:0,0:0,0
E1-1011-2010-08-07-qpr-barnsley,0,Halbzeit stimmt,1:0,1:0,0
E1-1011-2010-08-07-reading-scunthorpe,1,Halbzeit stimmt,1:1,1:1,0
E1-1011-2010-08-21-qpr-scunthorpe,0,Halbzeit stimmt,2:0,2:0,0
E1-1011-2010-09-11-burnley-preston,0,Halbzeit stimmt,1:2,1:2,0
E1-1011-2010-09-11-cardiff-hull,0,Halbzeit stimmt,1:0,1:0,0
E1-1011-2010-09-18-swansea-scunthorpe,0,Halbzeit stimmt,0:0,0:0,0
E1-1011-2010-09-25-burnley-bristol-city,0,Halbzeit stimmt,0:0,0:0,0
E1-1011-2010-09-25-qpr-doncaster,0,Halbzeit stimmt,0:0,0:0,0
E1-1011-2010-09-28-cardiff-crystal-palace,0,Halbzeit stimmt,0:0,0:0,0
E1-1011-2010-09-28-qpr-millwall,0,Halbzeit stimmt,0:0,0:0,0
E1-1011-2010-10-16-cardiff-bristol-city,1,Halbzeit stimmt,1:2,1:2,0
E1-1011-2010-10-16-qpr-norwich,0,Halbzeit stimmt,0:0,0:0,0
E1-1011-2010-10-19-burnley-barnsley,0,Halbzeit stimmt,0:0,0:0,0
