match_id,ist_fall,status,espn_hz,fd_hz,eigentor_h1
F2-0910-2009-08-14-metz-istres,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2009-08-14-nantes-clermont,0,Halbzeit stimmt,1:1,1:1,0
F2-0910-2009-08-18-caen-dijon,0,Halbzeit stimmt,1:0,1:0,0
F2-0910-2009-08-21-nantes-istres,0,Halbzeit stimmt,1:0,1:0,0
F2-0910-2009-08-28-caen-arles,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2009-09-11-le-havre-nimes,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2009-09-21-caen-ajaccio,0,Halbzeit stimmt,1:0,1:0,0
F2-0910-2009-09-26-nantes-nimes,0,Halbzeit stimmt,2:1,2:1,0
F2-0910-2009-10-02-caen-sedan,1,Halbzeit stimmt,0:1,0:1,0
F2-0910-2009-10-23-caen-angers,0,Halbzeit stimmt,2:1,2:1,0
F2-0910-2009-10-27-caen-vannes,1,Halbzeit stimmt,1:1,1:1,0
F2-0910-2009-10-27-nantes-laval,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2009-11-06-caen-tours,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2009-11-09-nantes-guingamp,1,Halbzeit stimmt,0:1,0:1,0
F2-0910-2010-01-15-caen-bastia,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2010-01-29-caen-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2010-02-12-caen-guingamp,0,Halbzeit stimmt,1:0,1:0,0
F2-0910-2010-02-13-brest-chateauroux,0,Halbzeit stimmt,0:1,0:1,0
F2-0910-2010-02-26-caen-strasbourg,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2010-03-12-caen-clermont,0,Halbzeit stimmt,1:1,1:1,0
F2-0910-2010-03-26-metz-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2010-04-19-caen-nimes,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2010-04-30-caen-istres,0,Halbzeit stimmt,1:0,1:0,0
F2-0910-2010-05-07-brest-dijon,1,Halbzeit stimmt,0:1,0:1,0
F2-0910-2010-05-07-istres-nimes,1,Halbzeit stimmt,1:1,1:1,0
F2-0910-2010-05-07-strasbourg-le-havre,0,Halbzeit stimmt,0:0,0:0,0
F2-0910-2010-05-14-guingamp-ajaccio,0,Halbzeit stimmt,2:0,2:0,1
F2-0910-2010-05-14-metz-vannes,1,Halbzeit stimmt,0:1,0:1,0
F2-1011-2010-08-13-le-mans-reims,1,Halbzeit stimmt,0:1,0:1,0
F2-1011-2010-08-20-le-mans-chateauroux,1,Halbzeit stimmt,0:2,0:2,0
F2-1011-2010-10-22-le-mans-istres,0,Halbzeit stimmt,0:0,0:0,0
F2-1011-2010-10-29-sedan-vannes,0,Halbzeit stimmt,2:0,2:0,0
F2-1011-2010-11-05-troyes-istres,0,Halbzeit stimmt,0:0,0:0,0
F2-1011-2010-11-26-evian-thonon-gaillard-grenoble,0,Halbzeit stimmt,0:0,0:0,0
F2-1011-2010-12-03-sedan-reims,0,Halbzeit stimmt,0:0,0:0,0
F2-1011-2010-12-21-clermont-grenoble,0,Halbzeit stimmt,2:0,2:0,0
F2-1011-2010-12-21-le-mans-vannes,0,Halbzeit stimmt,0:0,0:0,0
F2-1011-2011-02-12-le-mans-grenoble,0,Halbzeit stimmt,0:0,0:0,0
F2-1011-2011-03-04-sedan-nimes,0,Halbzeit stimmt,1:0,1:0,0
F2-1011-2011-03-14-le-mans-nimes,0,Halbzeit stimmt,1:0,1:0,0
F2-1011-2011-05-06-dijon-chateauroux,1,Halbzeit stimmt,0:1,0:1,0
F2-1011-2011-05-13-evian-thonon-gaillard-troyes,0,Halbzeit stimmt,2:0,2:0,0
F2-1011-2011-05-13-sedan-nantes,0,Halbzeit stimmt,0:0,0:0,0
F2-1011-2011-05-16-dijon-grenoble,0,Halbzeit stimmt,1:1,1:1,0
F2-1011-2011-05-16-le-mans-laval,0,Halbzeit stimmt,3:0,3:0,1
F2-1011-2011-05-20-ajaccio-istres,0,Halbzeit stimmt,1:0,1:0,0
F2-1011-2011-05-20-dijon-boulogne,1,Halbzeit stimmt,0:1,0:1,1
F2-1011-2011-05-20-metz-nimes,0,Halbzeit stimmt,1:0,1:0,0
F2-1011-2011-05-27-evian-thonon-gaillard-metz,1,Halbzeit stimmt,0:1,0:1,0
F2-1011-2011-05-27-le-mans-nantes,1,Halbzeit stimmt,0:2,0:2,0
F2-1011-2011-05-27-sedan-tours,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2011-07-29-sedan-nantes,0,Halbzeit stimmt,1:0,1:0,0
F2-1112-2011-08-01-monaco-boulogne,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2011-08-12-sedan-clermont,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2011-10-28-bastia-arles,0,Halbzeit stimmt,2:0,2:0,0
F2-1112-2011-12-16-sedan-arles,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2011-12-20-bastia-tours,0,Halbzeit stimmt,2:0,2:0,0
F2-1112-2012-01-14-clermont-amiens,1,Halbzeit stimmt,1:1,1:1,0
F2-1112-2012-01-14-troyes-arles,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2012-01-18-bastia-le-havre,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2012-01-28-le-havre-arles,0,Endstand weicht ab,0:0,1:1,0
F2-1112-2012-02-04-bastia-troyes,0,Halbzeit stimmt,2:1,2:1,0
F2-1112-2012-02-17-bastia-reims,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2012-03-02-bastia-boulogne,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2012-03-16-bastia-amiens,1,Halbzeit stimmt,2:1,2:1,1
F2-1112-2012-03-30-bastia-laval,0,Halbzeit stimmt,2:0,2:0,0
F2-1112-2012-04-06-bastia-guingamp,0,Halbzeit stimmt,1:0,1:0,0
F2-1112-2012-04-13-le-mans-amiens,0,Halbzeit stimmt,2:1,2:1,1
F2-1112-2012-04-23-bastia-chateauroux,0,Halbzeit stimmt,2:1,2:1,0
F2-1112-2012-04-27-nantes-amiens,0,Halbzeit stimmt,1:0,1:0,0
F2-1112-2012-05-01-bastia-metz,0,Halbzeit stimmt,2:0,2:0,0
F2-1112-2012-05-01-reims-boulogne,0,Halbzeit stimmt,1:0,1:0,0
F2-1112-2012-05-04-le-havre-amiens,0,Halbzeit stimmt,1:0,1:0,0
F2-1112-2012-05-11-bastia-nantes,1,Halbzeit stimmt,2:1,2:1,0
F2-1112-2012-05-11-lens-istres,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2012-05-11-sedan-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2012-05-18-le-mans-arles,1,Halbzeit stimmt,1:1,1:1,0
F2-1112-2012-05-18-reims-lens,0,Halbzeit stimmt,0:0,0:0,0
F2-1112-2012-05-18-troyes-amiens,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2012-08-24-monaco-arles,0,Halbzeit stimmt,1:0,1:0,0
F2-1213-2012-09-29-caen-tours,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2012-09-30-monaco-ajaccio-gfco,1,Halbzeit stimmt,0:1,0:1,0
F2-1213-2012-10-08-monaco-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2012-11-30-monaco-sedan,0,Halbzeit stimmt,1:0,1:0,0
F2-1213-2012-11-30-nantes-niort,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2012-12-14-monaco-nimes,1,Halbzeit stimmt,1:1,1:1,0
F2-1213-2012-12-21-guingamp-ajaccio-gfco,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2013-01-11-nantes-nimes,1,Halbzeit stimmt,0:1,0:1,0
F2-1213-2013-01-14-monaco-laval,0,Halbzeit stimmt,1:1,1:1,0
F2-1213-2013-01-18-caen-niort,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2013-01-25-nantes-tours,0,Halbzeit stimmt,1:0,1:0,0
F2-1213-2013-02-08-caen-sedan,0,Halbzeit stimmt,1:0,1:0,1
F2-1213-2013-02-08-monaco-le-havre,0,Halbzeit stimmt,1:1,1:1,0
F2-1213-2013-02-09-nantes-arles,1,Halbzeit stimmt,1:1,1:1,0
F2-1213-2013-02-22-caen-laval,0,Halbzeit stimmt,2:1,2:1,0
F2-1213-2013-02-25-monaco-lens,0,Halbzeit stimmt,1:0,1:0,0
F2-1213-2013-03-09-nantes-ajaccio-gfco,0,Halbzeit stimmt,2:0,2:0,0
F2-1213-2013-03-24-caen-istres,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2013-03-29-caen-arles,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2013-04-05-monaco-niort,0,Halbzeit stimmt,1:1,1:1,0
F2-1213-2013-04-12-caen-lens,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2013-04-19-guingamp-le-mans,0,Halbzeit stimmt,2:0,2:0,0
F2-1213-2013-04-22-monaco-clermont,0,Halbzeit stimmt,2:0,2:0,0
F2-1213-2013-04-26-clermont-ajaccio-gfco,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2013-05-06-nantes-clermont,1,Halbzeit stimmt,0:1,0:1,0
F2-1213-2013-05-10-laval-ajaccio-gfco,0,Halbzeit stimmt,1:0,1:0,0
F2-1213-2013-05-17-angers-tours,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2013-05-17-monaco-le-mans,0,Halbzeit stimmt,2:0,2:0,0
F2-1213-2013-05-17-nantes-sedan,0,Halbzeit stimmt,0:0,0:0,0
F2-1213-2013-05-24-caen-ajaccio-gfco,0,Halbzeit stimmt,1:1,1:1,0
F2-1213-2013-05-24-guingamp-dijon,0,Halbzeit stimmt,1:0,1:0,0
F2-1213-2013-05-24-laval-chateauroux,0,Halbzeit stimmt,2:0,2:0,0
F2-1213-2013-05-24-le-mans-lens,0,Halbzeit stimmt,2:0,2:0,0
F2-1314-2013-08-04-lens-ca-bastia,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2013-08-16-caen-creteil,0,Halbzeit stimmt,2:0,2:0,1
F2-1314-2013-08-30-dijon-laval,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2013-09-02-caen-metz,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2013-09-13-troyes-chateauroux,0,Halbzeit stimmt,3:0,3:0,0
F2-1314-2013-09-24-auxerre-ca-bastia,0,Halbzeit stimmt,1:0,1:0,0
F2-1314-2013-09-24-le-havre-istres,0,Halbzeit stimmt,1:0,1:0,0
F2-1314-2013-10-04-metz-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2013-10-04-troyes-ca-bastia,0,Halbzeit stimmt,1:0,1:0,0
F2-1314-2013-10-25-creteil-ca-bastia,0,Halbzeit stimmt,1:0,1:0,0
F2-1314-2013-10-25-le-havre-brest,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2013-11-08-caen-istres,0,Halbzeit stimmt,2:0,2:0,0
F2-1314-2013-11-08-nancy-chateauroux,0,Halbzeit stimmt,2:0,2:0,0
F2-1314-2013-11-08-nimes-ca-bastia,1,Halbzeit stimmt,0:1,0:1,0
F2-1314-2013-11-08-troyes-laval,1,Halbzeit stimmt,0:1,0:1,0
F2-1314-2013-11-22-angers-clermont,1,Halbzeit stimmt,0:2,0:2,0
F2-1314-2013-11-23-lens-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2013-11-29-arles-ca-bastia,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2013-11-29-le-havre-creteil,0,Halbzeit stimmt,2:0,2:0,0
F2-1314-2013-11-29-troyes-tours,1,Halbzeit stimmt,1:2,1:2,0
F2-1314-2013-12-13-laval-chateauroux,0,Halbzeit stimmt,0:1,0:1,0
F2-1314-2013-12-19-lens-istres,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2013-12-20-caen-brest,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2013-12-20-clermont-ca-bastia,0,Halbzeit stimmt,1:0,1:0,0
F2-1314-2014-01-10-dijon-istres,0,Halbzeit stimmt,2:0,2:0,0
F2-1314-2014-01-17-caen-laval,0,Halbzeit stimmt,1:1,1:1,0
F2-1314-2014-01-17-nancy-ca-bastia,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-01-20-metz-creteil,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-01-25-tours-chateauroux,1,Halbzeit stimmt,2:1,2:1,0
F2-1314-2014-01-31-angers-ca-bastia,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-02-01-lens-laval,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-02-14-dijon-ca-bastia,0,Halbzeit stimmt,1:0,1:0,0
F2-1314-2014-02-14-nancy-creteil,1,Halbzeit stimmt,1:1,1:1,0
F2-1314-2014-02-21-le-havre-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-02-28-caen-clermont,1,Halbzeit stimmt,0:1,0:1,0
F2-1314-2014-02-28-dijon-creteil,0,Halbzeit stimmt,1:2,1:2,0
F2-1314-2014-03-07-laval-ca-bastia,0,Halbzeit stimmt,2:0,2:0,0
F2-1314-2014-03-07-niort-chateauroux,0,Halbzeit stimmt,2:0,2:0,0
F2-1314-2014-03-07-troyes-istres,0,Halbzeit stimmt,2:1,2:1,1
F2-1314-2014-03-21-caen-chateauroux,0,Halbzeit stimmt,1:0,1:0,0
F2-1314-2014-03-21-tours-ca-bastia,0,Halbzeit stimmt,1:0,1:0,0
F2-1314-2014-03-24-metz-brest,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-03-31-lens-clermont,0,Halbzeit stimmt,1:1,1:1,0
F2-1314-2014-04-04-le-havre-ca-bastia,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-04-04-troyes-brest,1,Halbzeit stimmt,0:1,0:1,0
F2-1314-2014-04-18-metz-ca-bastia,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-04-18-niort-brest,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-04-18-troyes-creteil,1,Halbzeit stimmt,0:2,0:2,0
F2-1314-2014-04-19-caen-auxerre,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-05-02-caen-ca-bastia,0,Halbzeit stimmt,3:0,3:0,1
F2-1314-2014-05-02-metz-tours,1,Halbzeit stimmt,0:1,0:1,0
F2-1314-2014-05-02-nancy-istres,0,Halbzeit stimmt,3:1,3:1,0
F2-1314-2014-05-03-lens-angers,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-05-09-caen-tours,1,Halbzeit stimmt,0:1,0:1,0
F2-1314-2014-05-09-lens-brest,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-05-09-metz-le-havre,0,Halbzeit stimmt,3:0,3:0,0
F2-1314-2014-05-09-nancy-angers,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-05-09-niort-ca-bastia,0,Halbzeit stimmt,0:0,0:0,0
F2-1314-2014-05-16-angers-istres,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2014-08-22-angers-chateauroux,0,Halbzeit stimmt,0:1,0:1,0
F2-1415-2014-08-22-troyes-laval,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2014-08-23-dijon-auxerre,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2014-09-15-troyes-auxerre,1,Halbzeit stimmt,0:1,0:1,0
F2-1415-2014-10-03-dijon-clermont,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2014-10-04-troyes-valenciennes,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2014-10-31-ajaccio-gfco-chateauroux,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2014-10-31-dijon-ajaccio,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2014-11-21-dijon-orleans,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2014-11-28-brest-creteil,0,Halbzeit stimmt,0:1,0:1,0
F2-1415-2014-12-01-nancy-valenciennes,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2014-12-15-troyes-nimes,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2014-12-19-nancy-clermont,1,Halbzeit stimmt,1:2,1:2,1
F2-1415-2015-01-09-dijon-tours,0,Halbzeit stimmt,0:1,0:1,1
F2-1415-2015-01-09-le-havre-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2015-01-23-dijon-nimes,0,Halbzeit stimmt,2:2,2:2,0
F2-1415-2015-02-20-nancy-chateauroux,0,Halbzeit stimmt,4:0,4:0,0
F2-1415-2015-03-06-nancy-laval,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2015-03-06-troyes-clermont,0,Endstand weicht ab,2:0,1:0,0
F2-1415-2015-03-09-brest-chateauroux,0,Halbzeit stimmt,2:0,2:0,0
F2-1415-2015-03-20-sochaux-chateauroux,0,Endstand weicht ab,2:0,1:0,0
F2-1415-2015-03-20-troyes-creteil,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2015-03-21-brest-laval,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2015-04-10-sochaux-creteil,0,Halbzeit stimmt,0:1,0:1,0
F2-1415-2015-04-17-niort-nimes,0,Endstand weicht ab,0:0,0:0,0
F2-1415-2015-04-17-troyes-ajaccio,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2015-04-24-brest-valenciennes,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2015-04-28-ajaccio-gfco-tours,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2015-04-28-dijon-arles,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2015-04-28-le-havre-nimes,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2015-04-28-niort-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2015-05-01-nancy-ajaccio,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2015-05-08-dijon-chateauroux,1,Halbzeit stimmt,0:1,0:1,0
F2-1415-2015-05-08-orleans-nimes,0,Halbzeit stimmt,0:0,0:0,0
F2-1415-2015-05-08-troyes-arles,0,Halbzeit stimmt,3:0,3:0,0
F2-1415-2015-05-15-ajaccio-gfco-niort,0,Halbzeit stimmt,2:0,2:0,0
F2-1415-2015-05-22-ajaccio-arles,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2015-05-22-angers-nimes,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2015-05-22-orleans-sochaux,0,Halbzeit stimmt,1:0,1:0,0
F2-1415-2015-05-22-troyes-chateauroux,1,Halbzeit stimmt,1:1,1:1,0
F2-1516-2015-08-28-dijon-creteil,0,Halbzeit stimmt,2:0,2:0,1
F2-1516-2015-09-11-nancy-niort,0,Halbzeit stimmt,0:0,0:0,0
F2-1516-2015-09-22-nancy-auxerre,0,Halbzeit stimmt,0:0,0:0,0
F2-1516-2015-09-26-dijon-laval,0,Halbzeit stimmt,2:0,2:0,0
F2-1516-2015-10-02-nancy-ajaccio,0,Halbzeit stimmt,1:0,1:0,0
F2-1516-2015-10-23-nancy-bourg-peronnas,0,Halbzeit stimmt,1:1,1:1,0
F2-1516-2015-12-01-dijon-auxerre,0,Halbzeit stimmt,0:0,0:0,0
F2-1516-2015-12-14-nancy-valenciennes,0,Halbzeit stimmt,0:0,0:0,0
F2-1516-2016-01-08-nancy-laval,0,Halbzeit stimmt,1:0,1:0,1
F2-1516-2016-01-15-dijon-bourg-peronnas,0,Halbzeit stimmt,2:0,2:0,0
F2-1516-2016-01-15-le-havre-paris,0,Halbzeit stimmt,1:0,1:0,0
F2-1516-2016-01-22-nancy-nimes,0,Halbzeit stimmt,2:2,2:2,1
F2-1516-2016-01-29-nancy-clermont,0,Halbzeit stimmt,0:0,0:0,0
F2-1516-2016-02-02-dijon-valenciennes,0,Halbzeit stimmt,1:0,1:0,0
F2-1516-2016-02-05-nancy-metz,0,Halbzeit stimmt,1:1,1:1,1
F2-1516-2016-02-15-lens-valenciennes,1,Halbzeit stimmt,0:1,0:1,0
F2-1516-2016-02-19-nancy-paris,0,Halbzeit stimmt,0:1,0:1,0
F2-1516-2016-02-20-le-havre-creteil,0,Halbzeit stimmt,1:0,1:0,0
F2-1516-2016-03-04-le-havre-valenciennes,0,Endstand weicht ab,4:2,2:1,0
F2-1516-2016-03-05-nancy-red-star,0,Halbzeit stimmt,1:0,1:0,0
F2-1516-2016-03-12-dijon-nimes,1,Halbzeit stimmt,0:1,0:1,0
F2-1516-2016-04-11-nancy-creteil,0,Halbzeit stimmt,0:0,0:0,0
F2-1516-2016-04-18-dijon-paris,0,Halbzeit stimmt,0:0,0:0,0
F2-1516-2016-04-22-clermont-tours,1,Halbzeit stimmt,0:1,0:1,0
F2-1516-2016-04-25-nancy-sochaux,0,Halbzeit stimmt,1:0,1:0,0
F2-1516-2016-04-29-le-havre-nimes,0,Halbzeit stimmt,2:0,2:0,0
F2-1516-2016-04-29-lens-paris,1,Halbzeit stimmt,0:1,0:1,0
F2-1516-2016-04-29-sochaux-auxerre,0,Halbzeit stimmt,1:0,1:0,0
F2-1516-2016-05-06-metz-tours,1,Halbzeit stimmt,1:1,1:1,0
F2-1516-2016-05-06-nancy-evian-thonon-gaillard,0,Halbzeit stimmt,0:0,0:0,0
F2-1516-2016-05-13-dijon-ajaccio,0,Endstand weicht ab,2:0,1:0,0
F2-1516-2016-05-13-evian-thonon-gaillard-nimes,0,Endstand weicht ab,2:2,1:1,0
F2-1516-2016-05-13-le-havre-bourg-peronnas,0,Halbzeit stimmt,3:0,3:0,0
F2-1516-2016-05-13-sochaux-clermont,0,Endstand weicht ab,2:0,1:0,0
F2-1617-2016-08-05-reims-bourg-peronnas,0,Halbzeit stimmt,1:0,1:0,0
F2-1617-2016-08-19-le-havre-troyes,1,Halbzeit stimmt,1:2,1:2,0
F2-1617-2016-09-09-lens-bourg-peronnas,0,Halbzeit stimmt,0:0,0:0,0
F2-1617-2016-09-10-le-havre-valenciennes,0,Halbzeit stimmt,1:2,1:2,0
F2-1617-2016-09-30-reims-auxerre,0,Halbzeit stimmt,1:0,1:0,0
F2-1617-2016-11-18-reims-laval,1,Halbzeit stimmt,0:1,0:1,0
F2-1617-2016-12-09-troyes-auxerre,1,Halbzeit stimmt,0:1,0:1,0
F2-1617-2016-12-16-strasbourg-niort,0,Halbzeit stimmt,0:0,0:0,0
F2-1617-2017-01-21-lens-nimes,1,Halbzeit stimmt,0:2,0:2,0
F2-1617-2017-01-23-brest-red-star,0,Halbzeit stimmt,0:0,0:0,0
F2-1617-2017-02-03-reims-tours,0,Halbzeit stimmt,0:0,0:0,0
F2-1617-2017-03-10-reims-ajaccio,0,Endstand weicht ab,1:0,1:0,0
F2-1617-2017-03-31-tours-red-star,0,Halbzeit stimmt,2:1,2:1,0
F2-1617-2017-04-14-troyes-red-star,0,Halbzeit stimmt,1:0,1:0,0
F2-1617-2017-04-17-strasbourg-ajaccio,1,Halbzeit stimmt,2:1,2:1,0
F2-1617-2017-04-28-amiens-ajaccio,0,Halbzeit stimmt,0:0,0:0,0
F2-1617-2017-04-28-strasbourg-le-havre,0,Halbzeit stimmt,1:0,1:0,0
F2-1617-2017-05-01-lens-laval,0,Halbzeit stimmt,0:0,0:0,0
F2-1617-2017-05-05-reims-orleans,1,Halbzeit stimmt,0:1,0:1,0
F2-1617-2017-05-12-amiens-laval,0,Halbzeit stimmt,2:0,2:0,0
F2-1617-2017-05-12-nimes-ajaccio,0,Halbzeit stimmt,1:1,1:1,0
F2-1617-2017-05-12-red-star-sochaux,1,Halbzeit stimmt,0:1,0:1,0
F2-1617-2017-05-19-auxerre-red-star,0,Halbzeit stimmt,0:0,0:0,0
F2-1617-2017-05-19-brest-ajaccio-gfco,0,Halbzeit stimmt,3:0,3:0,0
F2-1617-2017-05-19-lens-niort,0,Endstand weicht ab,2:0,2:0,0
F2-1617-2017-05-19-strasbourg-bourg-peronnas,0,Halbzeit stimmt,2:0,2:0,1
F2-1718-2017-08-14-lorient-chateauroux,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2017-08-18-le-havre-valenciennes,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2017-08-18-reims-bourg-peronnas,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2017-08-25-sochaux-chateauroux,1,Halbzeit stimmt,0:3,0:3,1
F2-1718-2017-09-15-lorient-ajaccio,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2017-09-19-nancy-bourg-peronnas,1,Halbzeit stimmt,0:1,0:1,1
F2-1718-2017-09-19-reims-ajaccio-gfco,0,Halbzeit stimmt,3:0,3:0,0
F2-1718-2017-09-22-nimes-niort,1,Halbzeit stimmt,1:2,1:2,0
F2-1718-2017-09-30-reims-clermont,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2017-10-16-lorient-niort,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2017-10-20-le-havre-chateauroux,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2017-10-28-lorient-tours,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2017-11-03-ajaccio-chateauroux,1,Halbzeit stimmt,0:1,0:1,0
F2-1718-2017-11-03-nimes-quevilly-rouen,0,Halbzeit stimmt,2:0,2:0,0
F2-1718-2017-11-24-nimes-bourg-peronnas,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2017-11-27-reims-auxerre,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2017-12-08-brest-bourg-peronnas,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2017-12-08-lorient-sochaux,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2017-12-15-le-havre-niort,0,Halbzeit stimmt,1:1,1:1,0
F2-1718-2017-12-16-reims-valenciennes,1,Halbzeit stimmt,3:1,3:1,0
F2-1718-2017-12-18-lens-tours,0,Halbzeit stimmt,2:0,2:0,0
F2-1718-2018-01-12-sochaux-quevilly-rouen,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2018-01-13-lorient-ajaccio-gfco,0,Halbzeit stimmt,2:0,2:0,0
F2-1718-2018-01-16-reims-tours,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2018-01-19-lorient-clermont,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2018-01-20-nimes-chateauroux,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2018-01-26-ajaccio-gfco-bourg-peronnas,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2018-01-26-clermont-quevilly-rouen,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2018-01-26-lens-orleans,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2018-02-09-chateauroux-bourg-peronnas,0,Endstand weicht ab,3:1,2:1,1
F2-1718-2018-02-09-nancy-quevilly-rouen,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2018-02-09-reims-sochaux,0,Halbzeit stimmt,1:0,1:0,0
F2-1718-2018-02-10-lens-valenciennes,0,Halbzeit stimmt,0:1,0:1,0
F2-1718-2018-02-16-brest-niort,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2018-02-16-nimes-tours,0,Halbzeit stimmt,2:1,2:1,0
F2-1718-2018-02-23-le-havre-bourg-peronnas,0,Halbzeit stimmt,0:0,0:0,0
F2-1718-2018-02-23-reims-quevilly-rouen,0,Halbzeit stimmt,2:0,2:0,0
F2-1718-2018-03-09-ajaccio-quevilly-rouen,0,Halbzeit stimmt,2:0,2:0,0
F2-1718-2018-03-09-reims-chateauroux,0,Halbzeit stimmt,2:0,2:0,0
