datum,liga,liga_code,saison,team,gegner,vorquote_fair,torniveau_liga_saison,minute_gegentor,modell_p_sieg,modell_faire_quote,lohnt_ab_quote,live_quote_notiert,einsatz,notiert_am,bemerkung,endstand,ergebnis,treffer
2007-03-11,Griechenland Super League,G1,0607,panathinaikos,ergotelis,1.2631,2.329,19,0.6307,1.59,1.67,,,,,0:1,niederlage,0
2007-03-11,Serie A,I1,0607,siena,ascoli,1.7954,2.55,23,0.2942,3.4,3.58,,,,,0:1,niederlage,0
2007-03-11,Eredivisie,N1,0607,vitesse,den haag,1.6775,2.99,11,0.3855,2.59,2.73,,,,,2:2,unentschieden,0
2007-03-17,La Liga,SP1,0607,valencia,santander,1.6604,2.479,20,0.3552,2.82,2.96,,,,,0:2,niederlage,0
2007-03-17,Süper Lig,T1,0607,trabzonspor,ankaragucu,1.7102,2.405,14,0.3596,2.78,2.93,,,,,0:1,niederlage,0
2007-03-18,Griechenland Super League,G1,0607,panathinaikos,atromitos,1.2988,2.329,32,0.5371,1.86,1.96,,,,,1:2,niederlage,0
2007-03-31,Premier League,E0,0607,Manchester United,blackburn,1.4356,2.45,29,0.4369,2.29,2.41,,,,,4:1,sieg,1
2007-04-06,Premier League,E0,0607,Everton,Fulham,1.7901,2.45,22,0.2996,3.34,3.51,,,,,4:1,sieg,1
2007-04-06,Süper Lig,T1,0607,galatasaray,erciyesspor,1.384,2.405,14,0.5417,1.85,1.94,,,,,0:1,niederlage,0
2007-04-08,Bundesliga,D1,0607,leverkusen,bochum,1.7399,2.735,8,0.373,2.68,2.82,,,,,1:4,niederlage,0
2007-04-08,Eredivisie,N1,0607,twente,heracles,1.3678,2.99,8,0.5809,1.72,1.81,,,,,1:1,unentschieden,0
2007-04-14,Premier League,E0,0607,Arsenal,bolton,1.7931,2.45,11,0.3414,2.93,3.08,,,,,2:1,sieg,1
2007-04-15,Griechenland Super League,G1,0607,aek,egaleo,1.3218,2.329,17,0.5811,1.72,1.81,,,,,5:2,sieg,1
2007-04-15,Serie A,I1,0607,inter,palermo,1.5056,2.55,3,0.5077,1.97,2.07,,,,,2:2,unentschieden,0
2007-04-20,Bundesliga,D1,0607,werder bremen,aachen,1.3523,2.735,2,0.6192,1.62,1.7,,,,,3:1,sieg,1
2007-04-21,Scottish Premiership,SC0,0607,rangers,hearts,1.7501,2.456,16,0.3365,2.97,3.13,,,,,2:1,sieg,1
2007-04-22,Bundesliga,D1,0607,hamburg,mainz,1.7931,2.735,12,0.3374,2.96,3.12,,,,,2:2,unentschieden,0
2007-04-22,Serie A,I1,0607,chievo,livorno,1.7954,2.55,18,0.3131,3.19,3.36,,,,,2:1,sieg,1
2007-04-28,Belgien Pro League,B1,0607,gent,bergen,1.5,2.784,8,0.4887,2.05,2.15,,,,,4:1,sieg,1
2007-04-28,Premier League,E0,0607,Chelsea,bolton,1.384,2.45,19,0.5194,1.93,2.03,,,,,2:2,unentschieden,0
2007-05-06,Süper Lig,T1,0607,galatasaray,antalyaspor,1.4532,2.405,12,0.5006,2.0,2.1,,,,,1:1,unentschieden,0
2007-05-12,Bundesliga,D1,0607,werder bremen,ein frankfurt,1.4044,2.735,13,0.5305,1.88,1.98,,,,,1:2,niederlage,0
2007-05-12,La Liga,SP1,0607,real madrid,espanol,1.3462,2.479,15,0.5682,1.76,1.85,,,,,4:3,sieg,1
2007-05-13,Premier League,E0,0607,Liverpool,charlton,1.4722,2.45,2,0.5328,1.88,1.98,,,,,2:2,unentschieden,0
2007-05-19,Bundesliga,D1,0607,stuttgart,cottbus,1.228,2.735,19,0.67,1.49,1.57,,,,,2:1,sieg,1
2007-05-27,Serie A,I1,0607,roma,messina,1.2558,2.55,9,0.6788,1.47,1.55,,,,,4:3,sieg,1
2007-06-09,La Liga,SP1,0607,barcelona,espanol,1.3157,2.479,30,0.5294,1.89,1.99,,,,,2:2,unentschieden,0
2007-06-09,La Liga,SP1,0607,betis,osasuna,1.7931,2.479,32,0.2626,3.81,4.01,,,,,0:5,niederlage,0
2007-06-09,La Liga,SP1,0607,villarreal,ath bilbao,1.7931,2.479,22,0.2987,3.35,3.53,,,,,3:1,sieg,1
2007-06-17,La Liga,SP1,0607,celta,getafe,1.5101,2.479,26,0.4034,2.48,2.61,,,,,2:1,sieg,1
2007-06-17,La Liga,SP1,0607,real madrid,mallorca,1.1903,2.479,17,0.7237,1.38,1.46,,,,,3:1,sieg,1
2007-08-11,Scottish Premiership,SC0,0708,hibernian,gretna,1.5654,2.675,17,0.4122,2.43,2.55,,,,,4:2,sieg,1
2007-08-12,Bundesliga,D1,0708,dortmund,duisburg,1.6576,2.81,8,0.4069,2.46,2.59,,,,,1:3,niederlage,0
2007-08-12,Premier League,E0,0708,Arsenal,Fulham,1.4286,2.637,1,0.5663,1.77,1.86,,,,,2:1,sieg,1
2007-08-12,Premier League,E0,0708,Chelsea,birmingham,1.2923,2.637,15,0.6176,1.62,1.71,,,,,3:2,sieg,1
2007-08-25,Belgien Pro League,B1,0708,gent,waregem,1.5833,2.598,15,0.4118,2.43,2.56,,,,,1:1,unentschieden,0
2007-08-25,La Liga,SP1,0708,sevilla,getafe,1.5056,2.687,2,0.5122,1.95,2.06,,,,,4:1,sieg,1
2007-08-26,Eredivisie,N1,0708,ajax,heerenveen,1.4514,3.124,27,0.4351,2.3,2.42,,,,,4:1,sieg,1
2007-08-26,Eredivisie,N1,0708,twente,utrecht,1.6447,3.124,27,0.3335,3.0,3.16,,,,,2:2,unentschieden,0
2007-09-01,Primeira Liga,P1,0708,sp braga,est amadora,1.669,2.304,9,0.3976,2.51,2.65,,,,,2:1,sieg,1
2007-09-15,La Liga,SP1,0708,valencia,valladolid,1.5972,2.687,10,0.4266,2.34,2.47,,,,,2:1,sieg,1
2007-09-15,Süper Lig,T1,0708,denizlispor,kasimpasa,1.7989,2.569,28,0.2749,3.64,3.83,,,,,0:1,niederlage,0
2007-09-15,Süper Lig,T1,0708,fenerbahce,rizespor,1.3001,2.569,13,0.6185,1.62,1.7,,,,,1:1,unentschieden,0
2007-09-22,Belgien Pro League,B1,0708,gent,roeselare,1.4803,2.598,4,0.5188,1.93,2.03,,,,,1:1,unentschieden,0
2007-09-22,Süper Lig,T1,0708,besiktas,denizlispor,1.435,2.569,5,0.5442,1.84,1.94,,,,,3:2,sieg,1
2007-09-23,Ligue 1,F1,0708,lyon,lille,1.6293,2.284,17,0.3812,2.62,2.76,,,,,1:1,unentschieden,0
2007-09-25,La Liga,SP1,0708,sevilla,espanol,1.5294,2.687,30,0.3757,2.66,2.8,,,,,2:3,niederlage,0
2007-09-30,Serie A,I1,0708,milan,catania,1.3032,2.553,25,0.5637,1.77,1.87,,,,,1:1,unentschieden,0
2007-09-30,Eredivisie,N1,0708,ajax,vvv venlo,1.244,3.124,4,0.7098,1.41,1.48,,,,,6:1,sieg,1
2007-10-06,Belgien Pro League,B1,0708,cercle brugge,st truiden,1.7216,2.598,14,0.3552,2.82,2.96,,,,,5:1,sieg,1
2007-10-06,Griechenland Super League,G1,0708,paok,ofi,1.7955,2.329,6,0.361,2.77,2.92,,,,,2:2,unentschieden,0
2007-10-07,Belgien Pro League,B1,0708,standard,germinal,1.4734,2.598,21,0.4473,2.24,2.35,,,,,3:1,sieg,1
2007-10-07,Griechenland Super League,G1,0708,larisa,levadeiakos,1.6667,2.329,1,0.4334,2.31,2.43,,,,,3:3,unentschieden,0
2007-10-20,Serie A,I1,0708,roma,napoli,1.4889,2.553,2,0.5223,1.91,2.02,,,,,4:4,unentschieden,0
2007-10-20,Süper Lig,T1,0708,fenerbahce,konyaspor,1.3378,2.569,11,0.5929,1.69,1.78,,,,,4:1,sieg,1
2007-10-21,Griechenland Super League,G1,0708,ofi,asteras tripolis,1.734,2.329,32,0.2811,3.56,3.75,,,,,0:3,niederlage,0
2007-10-27,Belgien Pro League,B1,0708,standard,mechelen,1.3087,2.598,4,0.6479,1.54,1.63,,,,,2:2,unentschieden,0
2007-10-27,Scottish Premiership,SC0,0708,hibernian,st mirren,1.592,2.675,13,0.4161,2.4,2.53,,,,,0:1,niederlage,0
2007-10-27,La Liga,SP1,0708,real madrid,la coruna,1.3782,2.687,2,0.5987,1.67,1.76,,,,,3:1,sieg,1
2007-10-28,Primeira Liga,P1,0708,benfica,maritimo,1.5815,2.304,9,0.4389,2.28,2.4,,,,,2:1,sieg,1
2007-10-31,Serie A,I1,0708,palermo,parma,1.7283,2.553,3,0.3987,2.51,2.64,,,,,1:1,unentschieden,0
2007-11-04,Griechenland Super League,G1,0708,aek,iraklis,1.3106,2.329,9,0.6256,1.6,1.68,,,,,1:2,niederlage,0
2007-11-10,Eredivisie,N1,0708,twente,nac breda,1.6748,3.124,16,0.3656,2.73,2.88,,,,,1:1,unentschieden,0
2007-11-11,Belgien Pro League,B1,0708,gent,mechelen,1.6255,2.598,18,0.3787,2.64,2.78,,,,,4:1,sieg,1
2007-11-11,Serie A,I1,0708,fiorentina,udinese,1.7649,2.553,23,0.3041,3.29,3.46,,,,,1:2,niederlage,0
2007-11-11,Süper Lig,T1,0708,galatasaray,genclerbirligi,1.375,2.569,3,0.5969,1.68,1.76,,,,,3:2,sieg,1
2007-11-24,Bundesliga,D1,0708,leverkusen,duisburg,1.4533,2.81,10,0.5095,1.96,2.07,,,,,4:1,sieg,1
2007-11-24,Eredivisie,N1,0708,heerenveen,graafschap,1.68,3.124,13,0.376,2.66,2.8,,,,,2:3,niederlage,0
2007-11-24,La Liga,SP1,0708,sevilla,mallorca,1.7176,2.687,17,0.3445,2.9,3.06,,,,,1:2,niederlage,0
2007-11-25,Griechenland Super League,G1,0708,xanthi,iraklis,1.6047,2.329,26,0.355,2.82,2.97,,,,,0:3,niederlage,0
2007-11-25,Primeira Liga,P1,0708,maritimo,naval,1.7001,2.304,2,0.4146,2.41,2.54,,,,,0:1,niederlage,0
2007-12-01,Bundesliga,D1,0708,stuttgart,dortmund,1.7629,2.81,11,0.3521,2.84,2.99,,,,,1:2,niederlage,0
2007-12-01,Scottish Premiership,SC0,0708,dundee united,inverness c,1.7667,2.675,20,0.315,3.17,3.34,,,,,0:1,niederlage,0
2007-12-02,Premier League,E0,0708,Tottenham,birmingham,1.5229,2.637,24,0.4048,2.47,2.6,,,,,2:3,niederlage,0
2007-12-02,Eredivisie,N1,0708,ajax,nac breda,1.305,3.124,25,0.5619,1.78,1.87,,,,,1:3,niederlage,0
2007-12-02,La Liga,SP1,0708,getafe,levante,1.6266,2.687,15,0.3909,2.56,2.69,,,,,2:1,sieg,1
2007-12-02,La Liga,SP1,0708,mallorca,murcia,1.7761,2.687,24,0.2967,3.37,3.55,,,,,1:1,unentschieden,0
2007-12-02,La Liga,SP1,0708,valencia,ath bilbao,1.7156,2.687,33,0.2837,3.52,3.71,,,,,0:3,niederlage,0
2007-12-02,Süper Lig,T1,0708,galatasaray,buyuksehyr,1.4356,2.569,10,0.5215,1.92,2.02,,,,,2:2,unentschieden,0
2007-12-07,Eredivisie,N1,0708,psv eindhoven,roda jc,1.4463,3.124,19,0.4739,2.11,2.22,,,,,2:4,niederlage,0
2007-12-08,Süper Lig,T1,0708,ankaragucu,kasimpasa,1.7001,2.569,16,0.3554,2.81,2.96,,,,,2:2,unentschieden,0
2007-12-09,La Liga,SP1,0708,barcelona,la coruna,1.28,2.687,3,0.6783,1.47,1.55,,,,,2:1,sieg,1
2007-12-09,La Liga,SP1,0708,villarreal,betis,1.6375,2.687,9,0.4117,2.43,2.56,,,,,0:1,niederlage,0
2007-12-14,Eredivisie,N1,0708,roda jc,sparta,1.3776,3.124,22,0.5111,1.96,2.06,,,,,2:3,niederlage,0
2007-12-15,Eredivisie,N1,0708,twente,vvv venlo,1.366,3.124,13,0.5605,1.78,1.88,,,,,1:1,unentschieden,0
2007-12-15,Scottish Premiership,SC0,0708,kilmarnock,gretna,1.7216,2.675,5,0.3929,2.55,2.68,,,,,3:3,unentschieden,0
2007-12-22,Belgien Pro League,B1,0708,gent,dender,1.55,2.598,5,0.4733,2.11,2.22,,,,,2:4,niederlage,0
2007-12-22,Primeira Liga,P1,0708,sp lisbon,pacos ferreira,1.3342,2.304,10,0.6003,1.67,1.75,,,,,2:1,sieg,1
2007-12-22,Scottish Premiership,SC0,0708,celtic,hibernian,1.4225,2.675,20,0.486,2.06,2.17,,,,,1:1,unentschieden,0
2007-12-22,Scottish Premiership,SC0,0708,dundee united,gretna,1.5815,2.675,12,0.4257,2.35,2.47,,,,,1:2,niederlage,0
2007-12-23,Premier League,E0,0708,Newcastle,derby,1.4009,2.637,6,0.5642,1.77,1.87,,,,,2:2,unentschieden,0
2007-12-26,Premier League,E0,0708,Chelsea,Aston Villa,1.4789,2.637,14,0.475,2.11,2.22,,,,,4:4,unentschieden,0
2007-12-29,Premier League,E0,0708,portsmouth,middlesbrough,1.7629,2.637,20,0.3163,3.16,3.33,,,,,0:1,niederlage,0
2008-01-12,Ligue 1,F1,0708,lille,metz,1.6776,2.284,24,0.332,3.01,3.17,,,,,1:1,unentschieden,0
2008-01-12,Ligue 1,F1,0708,lyon,toulouse,1.4095,2.284,9,0.5446,1.84,1.93,,,,,3:2,sieg,1
2008-01-13,La Liga,SP1,0708,villarreal,la coruna,1.6803,2.687,27,0.3192,3.13,3.3,,,,,4:3,sieg,1
2008-01-19,Belgien Pro League,B1,0708,westerlo,brussels,1.7124,2.598,1,0.4138,2.42,2.54,,,,,7:2,sieg,1
2008-01-19,Premier League,E0,0708,portsmouth,derby,1.5229,2.637,4,0.4931,2.03,2.14,,,,,3:1,sieg,1
2008-01-19,Süper Lig,T1,0708,besiktas,kasimpasa,1.3438,2.569,1,0.6303,1.59,1.67,,,,,4:2,sieg,1
2008-01-26,Ligue 1,F1,0708,marseille,caen,1.7948,2.284,2,0.3779,2.65,2.79,,,,,6:1,sieg,1
2008-01-26,Süper Lig,T1,0708,besiktas,gaziantepspor,1.4734,2.569,20,0.4518,2.21,2.33,,,,,3:1,sieg,1
2008-01-27,Eredivisie,N1,0708,feyenoord,groningen,1.7583,3.124,32,0.2732,3.66,3.85,,,,,1:1,unentschieden,0
2008-01-27,Eredivisie,N1,0708,twente,sparta,1.3889,3.124,28,0.4753,2.1,2.22,,,,,1:2,niederlage,0
2008-01-27,La Liga,SP1,0708,valencia,almeria,1.7156,2.687,21,0.3293,3.04,3.2,,,,,0:1,niederlage,0
2008-02-03,Belgien Pro League,B1,0708,germinal,lokeren,1.7535,2.598,33,0.2712,3.69,3.88,,,,,1:1,unentschieden,0
2008-02-03,Griechenland Super League,G1,0708,aek,panionios,1.4371,2.329,10,0.5205,1.92,2.02,,,,,2:3,niederlage,0
2008-02-03,Primeira Liga,P1,0708,guimaraes,leixoes,1.7996,2.304,14,0.3273,3.06,3.22,,,,,2:1,sieg,1
2008-02-09,Bundesliga,D1,0708,stuttgart,hertha,1.7773,2.81,7,0.3633,2.75,2.9,,,,,1:3,niederlage,0
2008-02-09,Bundesliga,D1,0708,wolfsburg,duisburg,1.6748,2.81,26,0.3252,3.07,3.24,,,,,2:1,sieg,1
2008-02-10,Premier League,E0,0708,Manchester United,Manchester City,1.3545,2.637,25,0.5167,1.94,2.04,,,,,1:2,niederlage,0
2008-02-10,La Liga,SP1,0708,espanol,recreativo,1.7156,2.687,18,0.3412,2.93,3.09,,,,,1:2,niederlage,0
2008-02-17,Eredivisie,N1,0708,utrecht,vvv venlo,1.576,3.124,17,0.4068,2.46,2.59,,,,,1:4,niederlage,0
2008-02-17,Süper Lig,T1,0708,kayserispor,gaziantepspor,1.7001,2.569,28,0.3079,3.25,3.42,,,,,3:1,sieg,1
2008-02-23,Premier League,E0,0708,Liverpool,middlesbrough,1.4807,2.637,9,0.4962,2.02,2.12,,,,,3:2,sieg,1
2008-02-23,Süper Lig,T1,0708,fenerbahce,bursaspor,1.375,2.569,28,0.4863,2.06,2.17,,,,,0:2,niederlage,0
2008-02-24,Serie A,I1,0708,milan,palermo,1.6729,2.553,9,0.396,2.53,2.66,,,,,2:1,sieg,1
2008-02-24,Eredivisie,N1,0708,psv eindhoven,graafschap,1.2382,3.124,7,0.7048,1.42,1.49,,,,,4:1,sieg,1
2008-02-24,Primeira Liga,P1,0708,benfica,sp braga,1.6266,2.304,5,0.4343,2.3,2.42,,,,,1:1,unentschieden,0
2008-02-29,Eredivisie,N1,0708,vitesse,vvv venlo,1.6542,3.124,2,0.4346,2.3,2.42,,,,,1:3,niederlage,0
2008-03-01,Premier League,E0,0708,Arsenal,Aston Villa,1.6547,2.637,27,0.3294,3.04,3.2,,,,,1:1,unentschieden,0
2008-03-01,Scottish Premiership,SC0,0708,rangers,aberdeen,1.3438,2.675,28,0.5126,1.95,2.05,,,,,3:1,sieg,1
2008-03-02,Eredivisie,N1,0708,feyenoord,nijmegen,1.4618,3.124,17,0.4726,2.12,2.23,,,,,1:3,niederlage,0
2008-03-08,La Liga,SP1,0708,real madrid,espanol,1.6,2.687,29,0.345,2.9,3.05,,,,,2:1,sieg,1
2008-03-09,La Liga,SP1,0708,barcelona,villarreal,1.6071,2.687,31,0.3337,3.0,3.16,,,,,1:2,niederlage,0
2008-03-09,La Liga,SP1,0708,sevilla,levante,1.2972,2.687,4,0.6584,1.52,1.6,,,,,2:1,sieg,1
2008-03-12,Premier League,E0,0708,Aston Villa,middlesbrough,1.6977,2.637,23,0.3282,3.05,3.21,,,,,1:1,unentschieden,0
2008-03-14,Bundesliga,D1,0708,schalke 04,duisburg,1.413,2.81,20,0.4929,2.03,2.14,,,,,2:1,sieg,1
2008-03-15,Premier League,E0,0708,Arsenal,middlesbrough,1.3234,2.637,25,0.5444,1.84,1.93,,,,,1:1,unentschieden,0
2008-03-15,Premier League,E0,0708,Liverpool,reading,1.3234,2.637,5,0.6308,1.59,1.67,,,,,2:1,sieg,1
2008-03-16,Eredivisie,N1,0708,ajax,willem ii,1.3105,3.124,18,0.5872,1.7,1.79,,,,,4:1,sieg,1
2008-03-16,Eredivisie,N1,0708,nijmegen,sparta,1.7041,3.124,2,0.4129,2.42,2.55,,,,,4:2,sieg,1
2008-03-19,Serie A,I1,0708,milan,sampdoria,1.6042,2.553,12,0.4144,2.41,2.54,,,,,1:2,niederlage,0
2008-03-22,Ligue 1,F1,0708,marseille,sochaux,1.7176,2.284,3,0.403,2.48,2.61,,,,,0:1,niederlage,0
2008-03-22,Griechenland Super League,G1,0708,panathinaikos,iraklis,1.2848,2.329,13,0.6333,1.58,1.66,,,,,1:1,unentschieden,0
2008-03-22,Eredivisie,N1,0708,heerenveen,roda jc,1.7692,3.124,24,0.2989,3.35,3.52,,,,,4:3,sieg,1
2008-03-23,La Liga,SP1,0708,real madrid,valencia,1.6016,2.687,34,0.3243,3.08,3.25,,,,,2:3,niederlage,0
2008-03-23,Süper Lig,T1,0708,galatasaray,denizlispor,1.4573,2.569,24,0.4444,2.25,2.37,,,,,2:1,sieg,1
2008-03-29,Bundesliga,D1,0708,leverkusen,ein frankfurt,1.6748,2.81,24,0.3331,3.0,3.16,,,,,0:2,niederlage,0
2008-03-29,Bundesliga,D1,0708,werder bremen,duisburg,1.3602,2.81,32,0.4806,2.08,2.19,,,,,1:2,niederlage,0
2008-03-30,Serie A,I1,0708,milan,atalanta,1.4165,2.553,32,0.437,2.29,2.41,,,,,1:2,niederlage,0
2008-04-04,Belgien Pro League,B1,0708,gent,st truiden,1.6375,2.598,11,0.4031,2.48,2.61,,,,,2:3,niederlage,0
2008-04-05,Scottish Premiership,SC0,0708,celtic,motherwell,1.3739,2.675,33,0.4649,2.15,2.26,,,,,0:1,niederlage,0
2008-04-05,Süper Lig,T1,0708,fenerbahce,kayserispor,1.55,2.569,32,0.3567,2.8,2.95,,,,,2:1,sieg,1
2008-04-05,Süper Lig,T1,0708,oftasspor,kasimpasa,1.7153,2.569,10,0.3742,2.67,2.81,,,,,0:1,niederlage,0
2008-04-06,Bundesliga,D1,0708,bayern munich,bochum,1.3314,2.81,4,0.6281,1.59,1.68,,,,,3:1,sieg,1
2008-04-11,Primeira Liga,P1,0708,benfica,academica,1.3314,2.304,4,0.6281,1.59,1.68,,,,,0:3,niederlage,0
2008-04-13,Eredivisie,N1,0708,roda jc,vvv venlo,1.68,3.124,21,0.3431,2.91,3.07,,,,,4:1,sieg,1
2008-04-19,La Liga,SP1,0708,ath madrid,betis,1.7156,2.687,15,0.3534,2.83,2.98,,,,,1:3,niederlage,0
2008-04-19,La Liga,SP1,0708,sevilla,almeria,1.5947,2.687,24,0.3679,2.72,2.86,,,,,1:4,niederlage,0
2008-04-27,Primeira Liga,P1,0708,sp lisbon,maritimo,1.5815,2.304,2,0.4699,2.13,2.24,,,,,2:1,sieg,1
2008-05-03,Bundesliga,D1,0708,schalke 04,hannover,1.5349,2.81,8,0.4684,2.14,2.25,,,,,1:1,unentschieden,0
2008-05-03,Premier League,E0,0708,blackburn,derby,1.3234,2.637,19,0.5709,1.75,1.84,,,,,3:1,sieg,1
2008-05-03,Primeira Liga,P1,0708,porto,nacional,1.28,2.304,20,0.6087,1.64,1.73,,,,,0:3,niederlage,0
2008-05-04,La Liga,SP1,0708,santander,murcia,1.488,2.687,13,0.4738,2.11,2.22,,,,,3:2,sieg,1
2008-05-04,Süper Lig,T1,0708,fenerbahce,genclerbirligi,1.402,2.569,30,0.4565,2.19,2.31,,,,,3:2,sieg,1
2008-05-04,Süper Lig,T1,0708,manisaspor,kasimpasa,1.6786,2.569,30,0.3083,3.24,3.42,,,,,1:2,niederlage,0
2008-05-07,Bundesliga,D1,0708,leverkusen,hertha,1.638,2.81,26,0.3403,2.94,3.09,,,,,1:2,niederlage,0
2008-05-10,Süper Lig,T1,0708,kayserispor,ankaragucu,1.7216,2.569,24,0.3154,3.17,3.34,,,,,0:2,niederlage,0
2008-05-11,Primeira Liga,P1,0708,sp lisbon,boavista,1.4257,2.304,5,0.5506,1.82,1.91,,,,,2:1,sieg,1
2008-05-17,Bundesliga,D1,0708,stuttgart,bielefeld,1.6509,2.81,10,0.4013,2.49,2.62,,,,,2:2,unentschieden,0
2008-05-18,Serie A,I1,0708,milan,udinese,1.3724,2.553,32,0.4706,2.13,2.24,,,,,4:1,sieg,1
2008-05-18,La Liga,SP1,0708,sevilla,ath bilbao,1.5383,2.687,4,0.4843,2.06,2.17,,,,,4:1,sieg,1
2008-08-09,Ligue 1,F1,0809,bordeaux,caen,1.6776,2.258,14,0.3728,2.68,2.82,,,,,2:1,sieg,1
2008-08-16,Bundesliga,D1,0809,wolfsburg,koln,1.72,2.922,20,0.3316,3.02,3.18,,,,,2:1,sieg,1
2008-08-17,Premier League,E0,0809,Manchester United,Newcastle,1.3518,2.479,22,0.5324,1.88,1.98,,,,,1:1,unentschieden,0
2008-08-30,Bundesliga,D1,0809,wolfsburg,ein frankfurt,1.782,2.922,22,0.3022,3.31,3.48,,,,,2:2,unentschieden,0
2008-08-31,Serie A,I1,0809,milan,bologna,1.382,2.6,18,0.5254,1.9,2.0,,,,,1:2,niederlage,0
2008-09-13,Belgien Pro League,B1,0809,club brugge,dender,1.3286,2.797,15,0.5836,1.71,1.8,,,,,1:1,unentschieden,0
2008-09-13,Premier League,E0,0809,Newcastle,hull,1.7137,2.479,34,0.2808,3.56,3.75,,,,,1:2,niederlage,0
2008-09-13,Ligue 1,F1,0809,lyon,nice,1.49,2.258,3,0.5172,1.93,2.04,,,,,3:2,sieg,1
2008-09-13,Scottish Premiership,SC0,0809,rangers,kilmarnock,1.3314,2.404,9,0.607,1.65,1.73,,,,,2:1,sieg,1
2008-09-14,La Liga,SP1,0809,real madrid,numancia,1.3314,2.897,7,0.6155,1.62,1.71,,,,,4:3,sieg,1
2008-09-14,La Liga,SP1,0809,sevilla,sp gijon,1.4138,2.897,18,0.5013,1.99,2.1,,,,,4:3,sieg,1
2008-09-20,Belgien Pro League,B1,0809,gent,mechelen,1.4954,2.797,11,0.4781,2.09,2.2,,,,,1:2,niederlage,0
2008-09-21,Bundesliga,D1,0809,stuttgart,karlsruhe,1.6748,2.922,8,0.3994,2.5,2.64,,,,,3:1,sieg,1
2008-09-27,Bundesliga,D1,0809,hertha,cottbus,1.6803,2.922,13,0.3759,2.66,2.8,,,,,0:1,niederlage,0
2008-09-27,Premier League,E0,0809,Aston Villa,Sunderland,1.6602,2.479,10,0.3972,2.52,2.65,,,,,2:1,sieg,1
2008-09-27,Süper Lig,T1,0809,trabzonspor,antalyaspor,1.4533,2.572,22,0.4559,2.19,2.31,,,,,3:2,sieg,1
2008-09-28,La Liga,SP1,0809,valencia,la coruna,1.782,2.897,11,0.3453,2.9,3.05,,,,,4:2,sieg,1
2008-10-04,Belgien Pro League,B1,0809,gent,lokeren,1.774,2.797,26,0.2899,3.45,3.63,,,,,1:1,unentschieden,0
2008-10-04,Griechenland Super League,G1,0809,larisa,ofi,1.7714,2.163,14,0.3369,2.97,3.13,,,,,4:3,sieg,1
2008-10-04,Serie A,I1,0809,lazio,lecce,1.54,2.6,26,0.387,2.58,2.72,,,,,1:1,unentschieden,0
2008-10-04,La Liga,SP1,0809,villarreal,betis,1.6776,2.897,20,0.3481,2.87,3.03,,,,,2:1,sieg,1
2008-10-05,Serie A,I1,0809,juventus,palermo,1.6266,2.6,24,0.3533,2.83,2.98,,,,,1:2,niederlage,0
2008-10-05,La Liga,SP1,0809,mallorca,sp gijon,1.72,2.897,12,0.364,2.75,2.89,,,,,0:2,niederlage,0
2008-10-05,La Liga,SP1,0809,real madrid,espanol,1.4138,2.897,21,0.4878,2.05,2.16,,,,,2:2,unentschieden,0
2008-10-05,Süper Lig,T1,0809,fenerbahce,kayserispor,1.5815,2.572,21,0.3869,2.58,2.72,,,,,1:4,niederlage,0
2008-10-18,Premier League,E0,0809,Arsenal,Everton,1.4382,2.479,9,0.5242,1.91,2.01,,,,,3:1,sieg,1
2008-10-18,Premier League,E0,0809,Liverpool,wigan,1.4789,2.479,29,0.4089,2.45,2.58,,,,,3:2,sieg,1
2008-10-18,Ligue 1,F1,0809,lyon,lille,1.6266,2.258,14,0.3952,2.53,2.66,,,,,2:2,unentschieden,0
2008-10-18,Ligue 1,F1,0809,paris sg,lorient,1.7257,2.258,12,0.3618,2.76,2.91,,,,,3:2,sieg,1
2008-10-18,Süper Lig,T1,0809,bursaspor,eskisehirspor,1.6359,2.572,11,0.4038,2.48,2.61,,,,,1:2,niederlage,0
2008-10-19,Eredivisie,N1,0809,nijmegen,vitesse,1.7216,2.843,17,0.343,2.92,3.07,,,,,3:1,sieg,1
2008-10-24,Süper Lig,T1,0809,besiktas,sivasspor,1.6273,2.572,4,0.4383,2.28,2.4,,,,,1:1,unentschieden,0
2008-10-25,Belgien Pro League,B1,0809,anderlecht,mechelen,1.3747,2.797,15,0.5446,1.84,1.93,,,,,7:1,sieg,1
2008-10-25,Bundesliga,D1,0809,bayern munich,wolfsburg,1.6862,2.922,31,0.3016,3.32,3.49,,,,,4:2,sieg,1
2008-10-25,Eredivisie,N1,0809,willem ii,graafschap,1.7793,2.843,17,0.3223,3.1,3.27,,,,,1:1,unentschieden,0
2008-10-25,Primeira Liga,P1,0809,porto,leixoes,1.3234,2.3,3,0.6391,1.56,1.65,,,,,2:3,niederlage,0
2008-10-26,La Liga,SP1,0809,sevilla,malaga,1.4463,2.897,16,0.4873,2.05,2.16,,,,,0:1,niederlage,0
2008-10-29,Premier League,E0,0809,Arsenal,Tottenham,1.512,2.479,13,0.4593,2.18,2.29,,,,,4:4,unentschieden,0
2008-10-29,Premier League,E0,0809,Aston Villa,blackburn,1.749,2.479,29,0.2871,3.48,3.67,,,,,3:2,sieg,1
2008-10-31,Belgien Pro League,B1,0809,standard,charleroi,1.3845,2.797,33,0.4565,2.19,2.31,,,,,1:2,niederlage,0
