match_id,date,league,league_name,stufe,season,team,gegner,gegner_platz_spieltag,gegner_spiele_spieltag,gegnerstaerke,faire_heimquote,odds_quelle,minute,endstand,ergebnis,treffer
F1-0910-2010-04-24-nice-grenoble,2010-04-24,F1,Ligue 1,1,0910,nice,grenoble,20,33,schwach,1.6776,B365,22,2:1,sieg,1
I2-0910-2010-04-24-gallipoli-salernitana,2010-04-24,I2,Serie B,2,0910,gallipoli,salernitana,22,35,schwach,1.6,B365,10,3:2,sieg,1
I1-0910-2010-04-25-bologna-parma,2010-04-25,I1,Serie A,1,0910,bologna,parma,10,34,schwach,1.65,B365,23,2:1,sieg,1
D1-0910-2010-05-01-leverkusen-hertha,2010-05-01,D1,Bundesliga,1,0910,leverkusen,hertha,18,32,schwach,1.4138,B365,12,1:1,unentschieden,0
I2-0910-2010-05-01-lecce-albinoleffe,2010-05-01,I2,Serie B,2,0910,lecce,albinoleffe,12,37,schwach,1.6893,B365,20,2:1,sieg,1
SP1-0910-2010-05-02-real-madrid-osasuna,2010-05-02,SP1,La Liga,1,0910,real madrid,osasuna,12,34,schwach,1.2007,B365,7,3:2,sieg,1
F1-0910-2010-05-02-rennes-sochaux,2010-05-02,F1,Ligue 1,1,0910,rennes,sochaux,16,34,schwach,1.72,B365,28,1:2,niederlage,0
N1-0910-2010-05-02-feyenoord-heerenveen,2010-05-02,N1,Eredivisie,1,0910,feyenoord,heerenveen,11,33,schwach,1.6375,B365,12,6:2,sieg,1
E1-0910-2010-05-02-blackpool-bristol-city,2010-05-02,E1,Championship,2,0910,blackpool,bristol city,10,45,schwach,1.5383,B365,16,1:1,unentschieden,0
SP1-0910-2010-05-04-getafe-sp-gijon,2010-05-04,SP1,La Liga,1,0910,getafe,sp gijon,14,35,schwach,1.6748,B365,18,1:1,unentschieden,0
F1-0910-2010-05-05-lyon-auxerre,2010-05-05,F1,Ligue 1,1,0910,lyon,auxerre,2,35,stark,1.7317,B365,15,2:1,sieg,1
F2-0910-2010-05-07-brest-dijon,2010-05-07,F2,Ligue 2,2,0910,brest,dijon,11,36,schwach,1.6776,B365,32,1:4,niederlage,0
F2-0910-2010-05-07-istres-nimes,2010-05-07,F2,Ligue 2,2,0910,istres,nimes,7,36,schwach,1.7948,B365,32,2:1,sieg,1
F1-0910-2010-05-08-lille-marseille,2010-05-08,F1,Ligue 1,1,0910,lille,marseille,1,36,stark,1.6857,B365,6,3:2,sieg,1
F1-0910-2010-05-08-rennes-nice,2010-05-08,F1,Ligue 1,1,0910,rennes,nice,15,36,schwach,1.7464,B365,12,2:2,unentschieden,0
I1-0910-2010-05-09-fiorentina-siena,2010-05-09,I1,Serie A,1,0910,fiorentina,siena,19,36,schwach,1.4454,B365,3,1:1,unentschieden,0
I1-0910-2010-05-09-inter-chievo,2010-05-09,I1,Serie A,1,0910,inter,chievo,12,36,schwach,1.163,B365,12,4:3,sieg,1
D2-0910-2010-05-09-bielefeld-oberhausen,2010-05-09,D2,2. Bundesliga,2,0910,bielefeld,oberhausen,14,33,schwach,1.774,B365,31,2:1,sieg,1
D2-0910-2010-05-09-frankfurt-fsv-koblenz,2010-05-09,D2,2. Bundesliga,2,0910,frankfurt fsv,koblenz,17,33,schwach,1.5815,B365,24,1:1,unentschieden,0
F2-0910-2010-05-14-metz-vannes,2010-05-14,F2,Ligue 2,2,0910,metz,vannes,16,37,schwach,1.5947,B365,6,0:1,niederlage,0
I1-0910-2010-05-16-cagliari-bologna,2010-05-16,I1,Serie A,1,0910,cagliari,bologna,17,37,schwach,1.7299,B365,3,1:1,unentschieden,0
SP2-0910-2010-06-05-albacete-recreativo,2010-06-05,SP2,LaLiga 2,2,0910,albacete,recreativo,9,39,schwach,1.6308,B365,1,1:3,niederlage,0
E1-1011-2010-08-07-reading-scunthorpe,2010-08-07,E1,Championship,2,1011,reading,scunthorpe,,0,unbekannt,1.5893,B365,9,1:2,niederlage,0
F2-1011-2010-08-13-le-mans-reims,2010-08-13,F2,Ligue 2,2,1011,le mans,reims,10,1,schwach,1.7808,B365,12,2:2,unentschieden,0
N1-1011-2010-08-14-ajax-vitesse,2010-08-14,N1,Eredivisie,1,1011,ajax,vitesse,5,1,stark,1.2319,B365,26,4:2,sieg,1
B1-1011-2010-08-14-gent-eupen,2010-08-14,B1,Belgien Pro League,1,1011,gent,eupen,15,2,schwach,1.4138,B365,24,2:1,sieg,1
D2-1011-2010-08-20-hertha-oberhausen,2010-08-20,D2,2. Bundesliga,2,1011,hertha,oberhausen,,0,unbekannt,1.4978,B365,7,3:2,sieg,1
F2-1011-2010-08-20-le-mans-chateauroux,2010-08-20,F2,Ligue 2,2,1011,le mans,chateauroux,7,3,schwach,1.7603,B365,6,0:2,niederlage,0
N1-1011-2010-08-21-heerenveen-nac-breda,2010-08-21,N1,Eredivisie,1,1011,heerenveen,nac breda,15,2,schwach,1.678,B365,1,3:1,sieg,1
B1-1011-2010-08-22-club-brugge-mechelen,2010-08-22,B1,Belgien Pro League,1,1011,club brugge,mechelen,4,3,stark,1.7317,B365,19,1:2,niederlage,0
SC0-1011-2010-08-22-dundee-united-inverness-c,2010-08-22,SC0,Scottish Premiership,1,1011,dundee united,inverness c,11,1,schwach,1.782,B365,34,0:4,niederlage,0
I2-1011-2010-08-23-torino-varese,2010-08-23,I2,Serie B,2,1011,torino,varese,,0,unbekannt,1.652,B365,14,1:2,niederlage,0
D1-1011-2010-08-28-schalke-04-hannover,2010-08-28,D1,Bundesliga,1,1011,schalke 04,hannover,7,1,schwach,1.413,B365,31,1:2,niederlage,0
SC0-1011-2010-08-28-rangers-st-johnstone,2010-08-28,SC0,Scottish Premiership,1,1011,rangers,st johnstone,8,2,schwach,1.2972,B365,25,2:1,sieg,1
D1-1011-2010-08-29-leverkusen-m-gladbach,2010-08-29,D1,Bundesliga,1,1011,leverkusen,m gladbach,11,1,schwach,1.4563,B365,20,3:6,niederlage,0
F1-1011-2010-08-29-lille-nice,2010-08-29,F1,Ligue 1,1,1011,lille,nice,6,3,stark,1.6,B365,34,1:1,unentschieden,0
G1-1011-2010-08-29-paok-panserraikos,2010-08-29,G1,Griechenland Super League,1,1011,paok,panserraikos,,0,unbekannt,1.382,B365,19,3:2,sieg,1
T1-1011-2010-09-10-bursaspor-eskisehirspor,2010-09-10,T1,Süper Lig,1,1011,bursaspor,eskisehirspor,17,3,schwach,1.5893,B365,19,2:1,sieg,1
E0-1011-2010-09-11-man-city-blackburn,2010-09-11,E0,Premier League,1,1011,Manchester City,blackburn,15,3,schwach,1.399,B365,25,1:1,unentschieden,0
SP1-1011-2010-09-11-barcelona-hercules,2010-09-11,SP1,La Liga,1,1011,barcelona,hercules,14,1,schwach,1.1275,B365,27,0:2,niederlage,0
N1-1011-2010-09-11-az-alkmaar-roda,2010-09-11,N1,Eredivisie,1,1011,az alkmaar,roda,7,4,schwach,1.7265,B365,6,1:2,niederlage,0
P1-1011-2010-09-11-porto-sp-braga,2010-09-11,P1,Primeira Liga,1,1011,porto,sp braga,3,3,stark,1.6748,B365,16,3:2,sieg,1
F1-1011-2010-09-12-marseille-monaco,2010-09-12,F1,Ligue 1,1,1011,marseille,monaco,10,4,schwach,1.7111,B365,15,2:2,unentschieden,0
I1-1011-2010-09-18-milan-catania,2010-09-18,I1,Serie A,1,1011,milan,catania,9,2,schwach,1.3919,B365,27,1:1,unentschieden,0
N1-1011-2010-09-19-utrecht-vvv-venlo,2010-09-19,N1,Eredivisie,1,1011,utrecht,vvv venlo,17,5,schwach,1.4978,B365,16,3:2,sieg,1
G1-1011-2010-09-19-paok-olympiakos-volou,2010-09-19,G1,Griechenland Super League,1,1011,paok,olympiakos volou,10,2,schwach,1.4572,B365,22,1:1,unentschieden,0
D1-1011-2010-09-25-bayern-munich-mainz,2010-09-25,D1,Bundesliga,1,1011,bayern munich,mainz,1,5,stark,1.5383,B365,15,1:2,niederlage,0
D1-1011-2010-09-25-schalke-04-m-gladbach,2010-09-25,D1,Bundesliga,1,1011,schalke 04,m gladbach,15,5,schwach,1.638,B365,15,2:2,unentschieden,0
I1-1011-2010-09-26-palermo-lecce,2010-09-26,I1,Serie A,1,1011,palermo,lecce,18,4,schwach,1.6725,B365,8,2:2,unentschieden,0
N1-1011-2010-09-26-nac-breda-willem-ii,2010-09-26,N1,Eredivisie,1,1011,nac breda,willem ii,18,6,schwach,1.5383,B365,7,2:1,sieg,1
D1-1011-2010-10-02-hamburg-kaiserslautern,2010-10-02,D1,Bundesliga,1,1011,hamburg,kaiserslautern,11,6,schwach,1.5972,B365,3,2:1,sieg,1
SC0-1011-2010-10-02-celtic-hamilton,2010-10-02,SC0,Scottish Premiership,1,1011,celtic,hamilton,10,6,schwach,1.2451,B365,3,3:1,sieg,1
E0-1011-2010-10-03-liverpool-blackpool,2010-10-03,E0,Premier League,1,1011,Liverpool,blackpool,16,6,schwach,1.399,B365,29,1:2,niederlage,0
N1-1011-2010-10-03-ajax-utrecht,2010-10-03,N1,Eredivisie,1,1011,ajax,utrecht,12,7,schwach,1.2658,B365,6,1:2,niederlage,0
N1-1011-2010-10-03-twente-groningen,2010-10-03,N1,Eredivisie,1,1011,twente,groningen,3,7,stark,1.7209,B365,28,4:2,sieg,1
E0-1011-2010-10-16-arsenal-birmingham,2010-10-16,E0,Premier League,1,1011,Arsenal,birmingham,16,7,schwach,1.3518,B365,33,2:1,sieg,1
T1-1011-2010-10-16-besiktas-manisaspor,2010-10-16,T1,Süper Lig,1,1011,besiktas,manisaspor,14,7,schwach,1.4938,B365,7,2:3,niederlage,0
E1-1011-2010-10-16-cardiff-bristol-city,2010-10-16,E1,Championship,2,1011,cardiff,bristol city,24,10,schwach,1.6375,B365,6,3:2,sieg,1
D1-1011-2010-10-17-hoffenheim-m-gladbach,2010-10-17,D1,Bundesliga,1,1011,hoffenheim,m gladbach,15,7,schwach,1.7543,B365,12,3:2,sieg,1
T1-1011-2010-10-17-galatasaray-ankaragucu,2010-10-17,T1,Süper Lig,1,1011,galatasaray,ankaragucu,9,7,schwach,1.5847,B365,4,2:4,niederlage,0
T1-1011-2010-10-17-kayserispor-sivasspor,2010-10-17,T1,Süper Lig,1,1011,kayserispor,sivasspor,17,7,schwach,1.6143,B365,21,4:1,sieg,1
SP1-1011-2010-10-23-valencia-mallorca,2010-10-23,SP1,La Liga,1,1011,valencia,mallorca,11,7,schwach,1.6803,B365,7,1:2,niederlage,0
F1-1011-2010-10-23-bordeaux-brest,2010-10-23,F1,Ligue 1,1,1011,bordeaux,brest,5,9,stark,1.7111,B365,6,0:2,niederlage,0
T1-1011-2010-10-23-trabzonspor-genclerbirligi,2010-10-23,T1,Süper Lig,1,1011,trabzonspor,genclerbirligi,14,8,schwach,1.4983,B365,32,3:1,sieg,1
E1-1011-2010-10-23-watford-scunthorpe,2010-10-23,E1,Championship,2,1011,watford,scunthorpe,18,12,schwach,1.7793,B365,28,0:2,niederlage,0
I2-1011-2010-10-23-torino-frosinone,2010-10-23,I2,Serie B,2,1011,torino,frosinone,18,10,schwach,1.7844,B365,17,1:2,niederlage,0
N1-1011-2010-10-27-groningen-den-haag,2010-10-27,N1,Eredivisie,1,1011,groningen,den haag,8,10,schwach,1.6559,B365,12,3:1,sieg,1
SP1-1011-2010-10-30-valencia-zaragoza,2010-10-30,SP1,La Liga,1,1011,valencia,zaragoza,20,8,schwach,1.51,B365,3,1:1,unentschieden,0
SP1-1011-2010-11-01-mallorca-levante,2010-11-01,SP1,La Liga,1,1011,mallorca,levante,17,8,schwach,1.7209,B365,26,2:1,sieg,1
I2-1011-2010-11-01-torino-ascoli,2010-11-01,I2,Serie B,2,1011,torino,ascoli,21,11,schwach,1.7844,B365,2,2:1,sieg,1
T1-1011-2010-11-05-kayserispor-genclerbirligi,2010-11-05,T1,Süper Lig,1,1011,kayserispor,genclerbirligi,13,10,schwach,1.7265,B365,34,1:1,unentschieden,0
I1-1011-2010-11-06-inter-brescia,2010-11-06,I1,Serie A,1,1011,inter,brescia,16,9,schwach,1.3333,B365,14,1:1,unentschieden,0
N1-1011-2010-11-06-groningen-nac-breda,2010-11-06,N1,Eredivisie,1,1011,groningen,nac breda,9,12,schwach,1.5893,B365,2,2:1,sieg,1
N1-1011-2010-11-06-twente-excelsior,2010-11-06,N1,Eredivisie,1,1011,twente,excelsior,14,12,schwach,1.2488,B365,2,2:1,sieg,1
B1-1011-2010-11-06-standard-eupen,2010-11-06,B1,Belgien Pro League,1,1011,standard,eupen,16,13,schwach,1.2972,B365,15,1:3,niederlage,0
D1-1011-2010-11-07-leverkusen-kaiserslautern,2010-11-07,D1,Bundesliga,1,1011,leverkusen,kaiserslautern,14,10,schwach,1.5415,B365,15,3:1,sieg,1
I1-1011-2010-11-07-juventus-cesena,2010-11-07,I1,Serie A,1,1011,juventus,cesena,19,9,schwach,1.4533,B365,11,3:1,sieg,1
B1-1011-2010-11-07-anderlecht-club-brugge,2010-11-07,B1,Belgien Pro League,1,1011,anderlecht,club brugge,9,13,schwach,1.7265,B365,5,2:2,unentschieden,0
G1-1011-2010-11-08-aek-ergotelis,2010-11-08,G1,Griechenland Super League,1,1011,aek,ergotelis,13,8,schwach,1.4889,B365,33,3:1,sieg,1
I2-1011-2010-11-09-livorno-triestina,2010-11-09,I2,Serie B,2,1011,livorno,triestina,19,13,schwach,1.6,B365,28,1:3,niederlage,0
SC0-1011-2010-11-10-rangers-hibernian,2010-11-10,SC0,Scottish Premiership,1,1011,rangers,hibernian,11,11,schwach,1.3032,B365,6,0:3,niederlage,0
E1-1011-2010-11-10-swansea-bristol-city,2010-11-10,E1,Championship,2,1011,swansea,bristol city,22,15,schwach,1.72,B365,6,0:1,niederlage,0
N1-1011-2010-11-13-psv-eindhoven-excelsior,2010-11-13,N1,Eredivisie,1,1011,psv eindhoven,excelsior,15,13,schwach,1.2007,B365,6,4:2,sieg,1
G1-1011-2010-11-13-panathinaikos-larisa,2010-11-13,G1,Griechenland Super League,1,1011,panathinaikos,larisa,11,9,schwach,1.3747,B365,7,1:1,unentschieden,0
T1-1011-2010-11-14-galatasaray-manisaspor,2010-11-14,T1,Süper Lig,1,1011,galatasaray,manisaspor,12,11,schwach,1.6434,B365,31,0:2,niederlage,0
T1-1011-2010-11-20-besiktas-konyaspor,2010-11-20,T1,Süper Lig,1,1011,besiktas,konyaspor,15,12,schwach,1.4333,B365,16,2:2,unentschieden,0
G1-1011-2010-11-20-panathinaikos-iraklis,2010-11-20,G1,Griechenland Super League,1,1011,panathinaikos,iraklis,6,10,stark,1.3708,B365,20,4:2,sieg,1
D2-1011-2010-11-20-bochum-ingolstadt,2010-11-20,D2,2. Bundesliga,2,1011,bochum,ingolstadt,18,12,schwach,1.7265,B365,2,1:4,niederlage,0
E0-1011-2010-11-27-bolton-blackpool,2010-11-27,E0,Premier League,1,1011,bolton,blackpool,12,14,schwach,1.6593,B365,28,2:2,unentschieden,0
SP1-1011-2010-11-27-ath-madrid-espanol,2010-11-27,SP1,La Liga,1,1011,ath madrid,espanol,4,12,stark,1.72,B365,22,2:3,niederlage,0
D1-1011-2010-11-27-dortmund-m-gladbach,2010-11-27,D1,Bundesliga,1,1011,dortmund,m gladbach,18,13,schwach,1.3703,B365,33,4:1,sieg,1
I1-1011-2010-11-27-juventus-fiorentina,2010-11-27,I1,Serie A,1,1011,juventus,fiorentina,13,13,schwach,1.7675,B365,4,1:1,unentschieden,0
B1-1011-2010-11-27-anderlecht-charleroi,2010-11-27,B1,Belgien Pro League,1,1011,anderlecht,charleroi,16,16,schwach,1.2602,B365,12,4:1,sieg,1
B1-1011-2010-11-27-westerlo-eupen,2010-11-27,B1,Belgien Pro League,1,1011,westerlo,eupen,14,15,schwach,1.7324,B365,33,1:1,unentschieden,0
I1-1011-2010-11-28-inter-parma,2010-11-28,I1,Serie A,1,1011,inter,parma,14,13,schwach,1.7808,B365,4,5:2,sieg,1
F1-1011-2010-12-04-lille-lorient,2010-12-04,F1,Ligue 1,1,1011,lille,lorient,11,15,schwach,1.6266,B365,6,6:3,sieg,1
N1-1011-2010-12-04-psv-eindhoven-heracles,2010-12-04,N1,Eredivisie,1,1011,psv eindhoven,heracles,13,16,schwach,1.2775,B365,27,5:2,sieg,1
E1-1011-2010-12-04-cardiff-preston,2010-12-04,E1,Championship,2,1011,cardiff,preston,24,19,schwach,1.5383,B365,26,1:1,unentschieden,0
B1-1011-2010-12-05-club-brugge-westerlo,2010-12-05,B1,Belgien Pro League,1,1011,club brugge,westerlo,10,17,schwach,1.7265,B365,9,4:3,sieg,1
T1-1011-2010-12-06-kayserispor-eskisehirspor,2010-12-06,T1,Süper Lig,1,1011,kayserispor,eskisehirspor,13,14,schwach,1.782,B365,9,2:2,unentschieden,0
I2-1011-2010-12-08-reggina-albinoleffe,2010-12-08,I2,Serie B,2,1011,reggina,albinoleffe,17,17,schwach,1.6725,B365,17,1:2,niederlage,0
E1-1011-2010-12-10-qpr-watford,2010-12-10,E1,Championship,2,1011,qpr,watford,10,20,schwach,1.6375,B365,26,1:3,niederlage,0
I1-1011-2010-12-11-palermo-parma,2010-12-11,I1,Serie A,1,1011,palermo,parma,15,15,schwach,1.7583,B365,7,3:1,sieg,1
T1-1011-2010-12-11-galatasaray-genclerbirligi,2010-12-11,T1,Süper Lig,1,1011,galatasaray,genclerbirligi,15,15,schwach,1.6058,B365,1,0:2,niederlage,0
I2-1011-2010-12-11-atalanta-albinoleffe,2010-12-11,I2,Serie B,2,1011,atalanta,albinoleffe,15,18,schwach,1.5386,B365,32,3:1,sieg,1
B1-1011-2010-12-12-kortrijk-lierse,2010-12-12,B1,Belgien Pro League,1,1011,kortrijk,lierse,15,17,schwach,1.7543,B365,23,3:1,sieg,1
T1-1011-2010-12-13-bursaspor-kasimpasa,2010-12-13,T1,Süper Lig,1,1011,bursaspor,kasimpasa,18,15,schwach,1.4225,B365,14,2:1,sieg,1
D1-1011-2010-12-18-werder-bremen-kaiserslautern,2010-12-18,D1,Bundesliga,1,1011,werder bremen,kaiserslautern,13,16,schwach,1.729,B365,1,1:2,niederlage,0
F1-1011-2010-12-18-paris-sg-monaco,2010-12-18,F1,Ligue 1,1,1011,paris sg,monaco,17,17,schwach,1.6266,B365,32,2:2,unentschieden,0
F1-1011-2010-12-22-bordeaux-lens,2010-12-22,F1,Ligue 1,1,1011,bordeaux,lens,19,17,schwach,1.6776,B365,15,2:2,unentschieden,0
E1-1011-2010-12-28-burnley-scunthorpe,2010-12-28,E1,Championship,2,1011,Burnley,scunthorpe,23,20,schwach,1.678,B365,14,0:2,niederlage,0
E1-1011-2011-01-01-nott-m-forest-barnsley,2011-01-01,E1,Championship,2,1011,Nottingham Forest,barnsley,16,22,schwach,1.72,B365,17,2:2,unentschieden,0
SP1-1011-2011-01-02-ath-bilbao-la-coruna,2011-01-02,SP1,La Liga,1,1011,ath bilbao,la coruna,13,16,schwach,1.7808,B365,22,1:2,niederlage,0
SP1-1011-2011-01-09-real-madrid-villarreal,2011-01-09,SP1,La Liga,1,1011,real madrid,villarreal,3,17,stark,1.3635,B365,7,4:2,sieg,1
I1-1011-2011-01-09-fiorentina-brescia,2011-01-09,I1,Serie A,1,1011,fiorentina,brescia,18,18,schwach,1.5989,B365,30,3:2,sieg,1
E0-1011-2011-01-15-man-city-wolves,2011-01-15,E0,Premier League,1,1011,Manchester City,Wolves,17,21,schwach,1.399,B365,12,4:3,sieg,1
F1-1011-2011-01-15-paris-sg-sochaux,2011-01-15,F1,Ligue 1,1,1011,paris sg,sochaux,11,19,schwach,1.5893,B365,14,2:1,sieg,1
E1-1011-2011-01-15-nott-m-forest-portsmouth,2011-01-15,E1,Championship,2,1011,Nottingham Forest,portsmouth,18,24,schwach,1.7793,B365,26,2:1,sieg,1
G1-1011-2011-01-16-aris-panionios,2011-01-16,G1,Griechenland Super League,1,1011,aris,panionios,14,17,schwach,1.7234,B365,19,0:2,niederlage,0
G1-1011-2011-01-16-panathinaikos-kavala,2011-01-16,G1,Griechenland Super League,1,1011,panathinaikos,kavala,5,17,stark,1.4549,B365,3,4:2,sieg,1
N1-1011-2011-01-19-az-alkmaar-nijmegen,2011-01-19,N1,Eredivisie,1,1011,az alkmaar,nijmegen,11,18,schwach,1.5333,B365,22,2:2,unentschieden,0
E0-1011-2011-01-22-everton-west-ham,2011-01-22,E0,Premier League,1,1011,Everton,West Ham,20,23,schwach,1.575,B365,26,2:2,unentschieden,0
SP1-1011-2011-01-22-valencia-malaga,2011-01-22,SP1,La Liga,1,1011,valencia,malaga,16,19,schwach,1.5383,B365,10,4:3,sieg,1
P1-1011-2011-01-22-sp-braga-setubal,2011-01-22,P1,Primeira Liga,1,1011,sp braga,setubal,13,16,schwach,1.4932,B365,18,2:2,unentschieden,0
B1-1011-2011-01-22-genk-kortrijk,2011-01-22,B1,Belgien Pro League,1,1011,genk,kortrijk,7,21,schwach,1.5966,B365,9,3:2,sieg,1
G1-1011-2011-01-22-aek-olympiakos-volou,2011-01-22,G1,Griechenland Super League,1,1011,aek,olympiakos volou,10,18,schwach,1.6,B365,12,0:4,niederlage,0
SP1-1011-2011-01-23-villarreal-sociedad,2011-01-23,SP1,La Liga,1,1011,villarreal,sociedad,11,19,schwach,1.5966,B365,30,2:1,sieg,1
I1-1011-2011-01-23-fiorentina-lecce,2011-01-23,I1,Serie A,1,1011,fiorentina,lecce,18,20,schwach,1.5349,B365,29,1:1,unentschieden,0
E1-1011-2011-01-23-qpr-coventry,2011-01-23,E1,Championship,2,1011,qpr,coventry,13,27,schwach,1.6803,B365,25,2:1,sieg,1
D2-1011-2011-01-23-hertha-fortuna-dusseldorf,2011-01-23,D2,2. Bundesliga,2,1011,hertha,fortuna dusseldorf,11,18,schwach,1.6558,B365,21,4:2,sieg,1
N1-1011-2011-01-29-psv-eindhoven-willem-ii,2011-01-29,N1,Eredivisie,1,1011,psv eindhoven,willem ii,18,20,schwach,1.1564,B365,17,2:1,sieg,1
B1-1011-2011-01-29-lokeren-eupen,2011-01-29,B1,Belgien Pro League,1,1011,lokeren,eupen,14,22,schwach,1.6748,B365,9,0:2,niederlage,0
D1-1011-2011-01-30-stuttgart-freiburg,2011-01-30,D1,Bundesliga,1,1011,stuttgart,freiburg,6,19,stark,1.638,B365,24,0:1,niederlage,0
I1-1011-2011-01-30-inter-palermo,2011-01-30,I1,Serie A,1,1011,inter,palermo,7,21,schwach,1.7808,B365,5,3:2,sieg,1
E0-1011-2011-02-01-arsenal-everton,2011-02-01,E0,Premier League,1,1011,Arsenal,Everton,14,23,schwach,1.4758,B365,24,2:1,sieg,1
G1-1011-2011-02-05-aek-aris,2011-02-05,G1,Griechenland Super League,1,1011,aek,aris,8,20,schwach,1.7111,B365,29,1:2,niederlage,0
SP2-1011-2011-02-05-vallecano-cordoba,2011-02-05,SP2,LaLiga 2,2,1011,vallecano,cordoba,11,22,schwach,1.6518,B365,4,4:2,sieg,1
D2-1011-2011-02-06-bochum-oberhausen,2011-02-06,D2,2. Bundesliga,2,1011,bochum,oberhausen,16,20,schwach,1.5383,B365,8,2:1,sieg,1
F1-1011-2011-02-12-bordeaux-caen,2011-02-12,F1,Ligue 1,1,1011,bordeaux,caen,17,22,schwach,1.6776,B365,10,1:2,niederlage,0
SP2-1011-2011-02-12-betis-elche,2011-02-12,SP2,LaLiga 2,2,1011,betis,elche,12,23,schwach,1.5947,B365,22,1:4,niederlage,0
E1-1011-2011-02-15-watford-preston,2011-02-15,E1,Championship,2,1011,watford,preston,24,29,schwach,1.7265,B365,1,2:2,unentschieden,0
N1-1011-2011-02-19-groningen-roda,2011-02-19,N1,Eredivisie,1,1011,groningen,roda,8,23,schwach,1.7793,B365,15,1:4,niederlage,0
I1-1011-2011-02-20-parma-cesena,2011-02-20,I1,Serie A,1,1011,parma,cesena,19,25,schwach,1.7808,B365,31,2:2,unentschieden,0
N1-1011-2011-02-20-twente-nijmegen,2011-02-20,N1,Eredivisie,1,1011,twente,nijmegen,11,23,schwach,1.4225,B365,7,1:1,unentschieden,0
E1-1011-2011-02-22-nott-m-forest-preston,2011-02-22,E1,Championship,2,1011,Nottingham Forest,preston,24,31,schwach,1.4861,B365,16,2:2,unentschieden,0
G1-1011-2011-02-26-panathinaikos-atromitos,2011-02-26,G1,Griechenland Super League,1,1011,panathinaikos,atromitos,12,23,schwach,1.3919,B365,31,1:1,unentschieden,0
E1-1011-2011-02-26-leicester-coventry,2011-02-26,E1,Championship,2,1011,Leicester,coventry,16,32,schwach,1.5893,B365,14,1:1,unentschieden,0
SP2-1011-2011-03-03-celta-huesca,2011-03-03,SP2,LaLiga 2,2,1011,celta,huesca,15,26,schwach,1.6143,B365,3,1:2,niederlage,0
T1-1011-2011-03-04-kayserispor-manisaspor,2011-03-04,T1,Süper Lig,1,1011,kayserispor,manisaspor,11,23,schwach,1.7209,B365,16,1:2,niederlage,0
D2-1011-2011-03-04-hertha-frankfurt-fsv,2011-03-04,D2,2. Bundesliga,2,1011,hertha,frankfurt fsv,11,24,schwach,1.39,B365,6,3:1,sieg,1
D2-1011-2011-03-06-duisburg-bielefeld,2011-03-06,D2,2. Bundesliga,2,1011,duisburg,bielefeld,18,24,schwach,1.4138,B365,31,1:2,niederlage,0
E0-1011-2011-03-09-everton-birmingham,2011-03-09,E0,Premier League,1,1011,Everton,birmingham,18,27,schwach,1.6179,B365,17,1:1,unentschieden,0
SC0-1011-2011-03-10-dundee-united-hamilton,2011-03-10,SC0,Scottish Premiership,1,1011,dundee united,hamilton,12,28,schwach,1.5893,B365,26,2:1,sieg,1
I2-1011-2011-03-12-reggina-triestina,2011-03-12,I2,Serie B,2,1011,reggina,triestina,22,30,schwach,1.7257,B365,9,1:1,unentschieden,0
N1-1011-2011-03-13-twente-vvv-venlo,2011-03-13,N1,Eredivisie,1,1011,twente,vvv venlo,17,26,schwach,1.2279,B365,3,2:1,sieg,1
SC0-1011-2011-03-19-hearts-st-mirren,2011-03-19,SC0,Scottish Premiership,1,1011,hearts,st mirren,11,28,schwach,1.638,B365,15,3:2,sieg,1
E1-1011-2011-03-19-leicester-portsmouth,2011-03-19,E1,Championship,2,1011,Leicester,portsmouth,13,37,schwach,1.7793,B365,13,0:1,niederlage,0
G1-1011-2011-03-20-aris-panserraikos,2011-03-20,G1,Griechenland Super League,1,1011,aris,panserraikos,16,26,schwach,1.4278,B365,3,3:1,sieg,1
D2-1011-2011-03-20-union-berlin-bielefeld,2011-03-20,D2,2. Bundesliga,2,1011,union berlin,bielefeld,18,26,schwach,1.6375,B365,4,2:2,unentschieden,0
D2-1011-2011-04-01-cottbus-ingolstadt,2011-04-01,D2,2. Bundesliga,2,1011,cottbus,ingolstadt,14,27,schwach,1.7793,B365,27,1:2,niederlage,0
I1-1011-2011-04-10-juventus-genoa,2011-04-10,I1,Serie A,1,1011,juventus,genoa,12,31,schwach,1.6776,B365,7,3:2,sieg,1
E1-1011-2011-04-12-leicester-crystal-palace,2011-04-12,E1,Championship,2,1011,Leicester,Crystal Palace,21,40,schwach,1.5879,B365,31,1:1,unentschieden,0
N1-1011-2011-04-16-nac-breda-excelsior,2011-04-16,N1,Eredivisie,1,1011,nac breda,excelsior,16,30,schwach,1.678,B365,20,1:2,niederlage,0
I2-1011-2011-04-16-atalanta-empoli,2011-04-16,I2,Serie B,2,1011,atalanta,empoli,12,35,schwach,1.4725,B365,16,1:2,niederlage,0
I1-1011-2011-04-17-lecce-cagliari,2011-04-17,I1,Serie A,1,1011,lecce,cagliari,9,32,schwach,1.5947,B365,20,3:3,unentschieden,0
N1-1011-2011-04-17-feyenoord-willem-ii,2011-04-17,N1,Eredivisie,1,1011,feyenoord,willem ii,18,30,schwach,1.2769,B365,20,6:1,sieg,1
