match_id,league,league_name,stufe,season,season_name,date,home_team,away_team,home_team_raw,away_team_raw,fthg,ftag,ftr,hthg,htag,odds_h,odds_d,odds_a,odds_quelle,faire_heimquote
E0-0506-2005-08-14-arsenal-newcastle,E0,Premier League,1,0506,2005/06,2005-08-14,Arsenal,Newcastle,Arsenal,Newcastle,2,0,H,0,0,1.4,4.2,8,B365,1.5083
E0-0506-2005-08-20-liverpool-sunderland,E0,Premier League,1,0506,2005/06,2005-08-20,Liverpool,Sunderland,Liverpool,Sunderland,1,0,H,1,0,1.28,5,10,B365,1.384
E0-0506-2005-08-20-man-united-aston-villa,E0,Premier League,1,0506,2005/06,2005-08-20,Manchester United,Aston Villa,Man United,Aston Villa,1,0,H,0,0,1.22,5.5,13,B365,1.3157
E0-0506-2005-08-20-newcastle-west-ham,E0,Premier League,1,0506,2005/06,2005-08-20,Newcastle,West Ham,Newcastle,West Ham,0,0,D,0,0,1.61,3.6,5.5,B365,1.7399
E0-0506-2005-08-24-arsenal-fulham,E0,Premier League,1,0506,2005/06,2005-08-24,Arsenal,Fulham,Arsenal,Fulham,4,1,H,1,1,1.22,5.5,13,B365,1.3157
E0-0506-2005-08-24-chelsea-west-brom,E0,Premier League,1,0506,2005/06,2005-08-24,Chelsea,west brom,Chelsea,West Brom,4,0,H,2,0,1.2,5.5,17,B365,1.2888
E0-0506-2005-08-27-man-city-portsmouth,E0,Premier League,1,0506,2005/06,2005-08-27,Manchester City,portsmouth,Man City,Portsmouth,2,1,H,0,0,1.61,3.6,5.5,B365,1.7399
E0-0506-2005-09-10-chelsea-sunderland,E0,Premier League,1,0506,2005/06,2005-09-10,Chelsea,Sunderland,Chelsea,Sunderland,2,0,H,0,0,1.12,7.5,19,B365,1.2083
E0-0506-2005-09-10-man-united-man-city,E0,Premier League,1,0506,2005/06,2005-09-10,Manchester United,Manchester City,Man United,Man City,1,1,D,1,0,1.4,3.75,10,B365,1.5133
E0-0506-2005-09-10-newcastle-fulham,E0,Premier League,1,0506,2005/06,2005-09-10,Newcastle,Fulham,Newcastle,Fulham,1,1,D,0,1,1.61,3.4,6,B365,1.7419
E0-0506-2005-09-19-arsenal-everton,E0,Premier League,1,0506,2005/06,2005-09-19,Arsenal,Everton,Arsenal,Everton,2,0,H,2,0,1.4,4,9,B365,1.5056
E0-0506-2005-09-24-chelsea-aston-villa,E0,Premier League,1,0506,2005/06,2005-09-24,Chelsea,Aston Villa,Chelsea,Aston Villa,2,1,H,1,1,1.22,5.5,13,B365,1.3157
E0-0506-2005-09-24-man-united-blackburn,E0,Premier League,1,0506,2005/06,2005-09-24,Manchester United,blackburn,Man United,Blackburn,1,2,A,0,1,1.3,4.33,13,B365,1.4002
E0-0506-2005-09-25-middlesbrough-sunderland,E0,Premier League,1,0506,2005/06,2005-09-25,middlesbrough,Sunderland,Middlesbrough,Sunderland,0,2,A,0,1,1.57,3.5,6.5,B365,1.6901
E0-0506-2005-09-26-tottenham-fulham,E0,Premier League,1,0506,2005/06,2005-09-26,Tottenham,Fulham,Tottenham,Fulham,1,0,H,1,0,1.61,3.4,6,B365,1.7419
E0-0506-2005-10-02-arsenal-birmingham,E0,Premier League,1,0506,2005/06,2005-10-02,Arsenal,birmingham,Arsenal,Birmingham,1,0,H,0,0,1.33,4.5,9.5,B365,1.4356
E0-0506-2005-10-15-chelsea-bolton,E0,Premier League,1,0506,2005/06,2005-10-15,Chelsea,bolton,Chelsea,Bolton,5,1,H,0,1,1.28,4.5,13,B365,1.3829
E0-0506-2005-10-15-liverpool-blackburn,E0,Premier League,1,0506,2005/06,2005-10-15,Liverpool,blackburn,Liverpool,Blackburn,1,0,H,0,0,1.61,3.4,6,B365,1.7419
E0-0506-2005-10-15-tottenham-everton,E0,Premier League,1,0506,2005/06,2005-10-15,Tottenham,Everton,Tottenham,Everton,2,0,H,0,0,1.61,3.4,6,B365,1.7419
E0-0506-2005-10-22-arsenal-man-city,E0,Premier League,1,0506,2005/06,2005-10-22,Arsenal,Manchester City,Arsenal,Man City,1,0,H,0,0,1.5,3.75,7,B365,1.6143
E0-0506-2005-10-22-man-united-tottenham,E0,Premier League,1,0506,2005/06,2005-10-22,Manchester United,Tottenham,Man United,Tottenham,1,1,D,1,0,1.61,3.4,6,B365,1.7419
E0-0506-2005-10-23-newcastle-sunderland,E0,Premier League,1,0506,2005/06,2005-10-23,Newcastle,Sunderland,Newcastle,Sunderland,3,2,H,2,2,1.66,3.4,5.5,B365,1.7901
E0-0506-2005-10-29-chelsea-blackburn,E0,Premier League,1,0506,2005/06,2005-10-29,Chelsea,blackburn,Chelsea,Blackburn,4,2,H,2,2,1.22,5.5,13,B365,1.3157
E0-0506-2005-10-29-liverpool-west-ham,E0,Premier League,1,0506,2005/06,2005-10-29,Liverpool,West Ham,Liverpool,West Ham,2,0,H,1,0,1.57,3.5,6.5,B365,1.6901
E0-0506-2005-11-05-arsenal-sunderland,E0,Premier League,1,0506,2005/06,2005-11-05,Arsenal,Sunderland,Arsenal,Sunderland,3,1,H,2,0,1.2,6,13,B365,1.2923
E0-0506-2005-11-05-newcastle-birmingham,E0,Premier League,1,0506,2005/06,2005-11-05,Newcastle,birmingham,Newcastle,Birmingham,1,0,H,0,0,1.61,3.4,6,B365,1.7419
E0-0506-2005-11-19-chelsea-newcastle,E0,Premier League,1,0506,2005/06,2005-11-19,Chelsea,Newcastle,Chelsea,Newcastle,3,0,H,0,0,1.33,4.5,9.5,B365,1.4356
E0-0506-2005-11-19-liverpool-portsmouth,E0,Premier League,1,0506,2005/06,2005-11-19,Liverpool,portsmouth,Liverpool,Portsmouth,3,0,H,2,0,1.4,4,9,B365,1.5056
E0-0506-2005-11-20-tottenham-west-ham,E0,Premier League,1,0506,2005/06,2005-11-20,Tottenham,West Ham,Tottenham,West Ham,1,1,D,1,0,1.66,3.4,5.5,B365,1.7901
E0-0506-2005-11-26-arsenal-blackburn,E0,Premier League,1,0506,2005/06,2005-11-26,Arsenal,blackburn,Arsenal,Blackburn,3,0,H,2,0,1.36,4.33,9,B365,1.4652
E0-0506-2005-12-03-chelsea-middlesbrough,E0,Premier League,1,0506,2005/06,2005-12-03,Chelsea,middlesbrough,Chelsea,Middlesbrough,1,0,H,0,0,1.25,5,13,B365,1.3462
E0-0506-2005-12-03-liverpool-wigan,E0,Premier League,1,0506,2005/06,2005-12-03,Liverpool,wigan,Liverpool,Wigan,3,0,H,2,0,1.53,3.5,7,B365,1.6557
E0-0506-2005-12-03-man-united-portsmouth,E0,Premier League,1,0506,2005/06,2005-12-03,Manchester United,portsmouth,Man United,Portsmouth,3,0,H,1,0,1.2,5.5,17,B365,1.2888
E0-0506-2005-12-03-tottenham-sunderland,E0,Premier League,1,0506,2005/06,2005-12-03,Tottenham,Sunderland,Tottenham,Sunderland,3,2,H,1,1,1.33,4.33,10,B365,1.4402
E0-0506-2005-12-10-charlton-sunderland,E0,Premier League,1,0506,2005/06,2005-12-10,charlton,Sunderland,Charlton,Sunderland,2,0,H,1,0,1.66,3.4,5.5,B365,1.7901
E0-0506-2005-12-10-chelsea-wigan,E0,Premier League,1,0506,2005/06,2005-12-10,Chelsea,wigan,Chelsea,Wigan,1,0,H,0,0,1.2,5.5,17,B365,1.2888
E0-0506-2005-12-10-liverpool-middlesbrough,E0,Premier League,1,0506,2005/06,2005-12-10,Liverpool,middlesbrough,Liverpool,Middlesbrough,2,0,H,0,0,1.57,3.6,6,B365,1.6978
E0-0506-2005-12-11-man-united-everton,E0,Premier League,1,0506,2005/06,2005-12-11,Manchester United,Everton,Man United,Everton,1,1,D,1,1,1.3,4.5,12,B365,1.3972
E0-0506-2005-12-12-tottenham-portsmouth,E0,Premier League,1,0506,2005/06,2005-12-12,Tottenham,portsmouth,Tottenham,Portsmouth,3,1,H,0,1,1.44,4,7.5,B365,1.552
E0-0506-2005-12-14-man-united-wigan,E0,Premier League,1,0506,2005/06,2005-12-14,Manchester United,wigan,Man United,Wigan,4,0,H,2,0,1.3,4.5,11,B365,1.4071
E0-0506-2005-12-26-chelsea-fulham,E0,Premier League,1,0506,2005/06,2005-12-26,Chelsea,Fulham,Chelsea,Fulham,3,2,H,2,1,1.2,5.5,17,B365,1.2888
E0-0506-2005-12-26-liverpool-newcastle,E0,Premier League,1,0506,2005/06,2005-12-26,Liverpool,Newcastle,Liverpool,Newcastle,2,0,H,2,0,1.66,3.4,5.5,B365,1.7901
E0-0506-2005-12-26-man-united-west-brom,E0,Premier League,1,0506,2005/06,2005-12-26,Manchester United,west brom,Man United,West Brom,3,0,H,2,0,1.22,5.5,13,B365,1.3157
E0-0506-2005-12-26-tottenham-birmingham,E0,Premier League,1,0506,2005/06,2005-12-26,Tottenham,birmingham,Tottenham,Birmingham,2,0,H,0,0,1.5,3.75,7,B365,1.6143
E0-0506-2005-12-28-arsenal-portsmouth,E0,Premier League,1,0506,2005/06,2005-12-28,Arsenal,portsmouth,Arsenal,Portsmouth,4,0,H,4,0,1.22,5.5,13,B365,1.3157
E0-0506-2005-12-31-chelsea-birmingham,E0,Premier League,1,0506,2005/06,2005-12-31,Chelsea,birmingham,Chelsea,Birmingham,2,0,H,2,0,1.14,7,17,B365,1.2299
E0-0506-2005-12-31-liverpool-west-brom,E0,Premier League,1,0506,2005/06,2005-12-31,Liverpool,west brom,Liverpool,West Brom,1,0,H,0,0,1.22,5.5,13,B365,1.3157
E0-0506-2005-12-31-man-united-bolton,E0,Premier League,1,0506,2005/06,2005-12-31,Manchester United,bolton,Man United,Bolton,4,1,H,2,1,1.4,4.33,7.5,B365,1.51
E0-0506-2006-01-02-blackburn-portsmouth,E0,Premier League,1,0506,2005/06,2006-01-02,blackburn,portsmouth,Blackburn,Portsmouth,2,1,H,2,1,1.66,3.4,5.5,B365,1.7901
E0-0506-2006-01-02-fulham-sunderland,E0,Premier League,1,0506,2005/06,2006-01-02,Fulham,Sunderland,Fulham,Sunderland,2,1,H,1,1,1.57,3.5,6.5,B365,1.6901
E0-0506-2006-01-14-arsenal-middlesbrough,E0,Premier League,1,0506,2005/06,2006-01-14,Arsenal,middlesbrough,Arsenal,Middlesbrough,7,0,H,4,0,1.33,4.33,8,B365,1.4734
E0-0506-2006-01-14-liverpool-tottenham,E0,Premier League,1,0506,2005/06,2006-01-14,Liverpool,Tottenham,Liverpool,Tottenham,1,0,H,0,0,1.66,3.4,5.5,B365,1.7901
E0-0506-2006-01-21-tottenham-aston-villa,E0,Premier League,1,0506,2005/06,2006-01-21,Tottenham,Aston Villa,Tottenham,Aston Villa,0,0,D,0,0,1.61,3.4,6,B365,1.7419
E0-0506-2006-01-22-chelsea-charlton,E0,Premier League,1,0506,2005/06,2006-01-22,Chelsea,charlton,Chelsea,Charlton,1,1,D,1,0,1.16,6.5,15,B365,1.2558
E0-0506-2006-02-01-arsenal-west-ham,E0,Premier League,1,0506,2005/06,2006-02-01,Arsenal,West Ham,Arsenal,West Ham,2,3,A,1,2,1.4,4.33,7.5,B365,1.51
E0-0506-2006-02-01-liverpool-birmingham,E0,Premier League,1,0506,2005/06,2006-02-01,Liverpool,birmingham,Liverpool,Birmingham,1,1,D,0,0,1.3,4.5,12,B365,1.3972
E0-0506-2006-02-04-man-united-fulham,E0,Premier League,1,0506,2005/06,2006-02-04,Manchester United,Fulham,Man United,Fulham,4,2,H,3,2,1.3,4.5,12,B365,1.3972
E0-0506-2006-02-04-west-ham-sunderland,E0,Premier League,1,0506,2005/06,2006-02-04,West Ham,Sunderland,West Ham,Sunderland,2,0,H,0,0,1.5,3.75,7,B365,1.6143
E0-0506-2006-02-11-arsenal-bolton,E0,Premier League,1,0506,2005/06,2006-02-11,Arsenal,bolton,Arsenal,Bolton,1,1,D,0,1,1.5,4,6,B365,1.625
E0-0506-2006-02-15-blackburn-sunderland,E0,Premier League,1,0506,2005/06,2006-02-15,blackburn,Sunderland,Blackburn,Sunderland,2,0,H,1,0,1.5,3.75,7,B365,1.6143
E0-0506-2006-02-19-tottenham-wigan,E0,Premier League,1,0506,2005/06,2006-02-19,Tottenham,wigan,Tottenham,Wigan,2,2,D,1,1,1.66,3.6,5,B365,1.7931
E0-0506-2006-02-25-birmingham-sunderland,E0,Premier League,1,0506,2005/06,2006-02-25,birmingham,Sunderland,Birmingham,Sunderland,1,0,H,1,0,1.66,3.4,5.5,B365,1.7901
E0-0506-2006-02-25-chelsea-portsmouth,E0,Premier League,1,0506,2005/06,2006-02-25,Chelsea,portsmouth,Chelsea,Portsmouth,2,0,H,0,0,1.14,7,17,B365,1.2299
E0-0506-2006-02-26-liverpool-man-city,E0,Premier League,1,0506,2005/06,2006-02-26,Liverpool,Manchester City,Liverpool,Man City,1,0,H,1,0,1.53,3.8,6,B365,1.6576
E0-0506-2006-03-04-liverpool-charlton,E0,Premier League,1,0506,2005/06,2006-03-04,Liverpool,charlton,Liverpool,Charlton,0,0,D,0,0,1.5,3.75,7,B365,1.6143
E0-0506-2006-03-05-man-city-sunderland,E0,Premier League,1,0506,2005/06,2006-03-05,Manchester City,Sunderland,Man City,Sunderland,2,1,H,2,1,1.4,4.33,7.5,B365,1.51
E0-0506-2006-03-11-chelsea-tottenham,E0,Premier League,1,0506,2005/06,2006-03-11,Chelsea,Tottenham,Chelsea,Tottenham,2,1,H,1,1,1.44,4,7.5,B365,1.552
E0-0506-2006-03-12-man-united-newcastle,E0,Premier League,1,0506,2005/06,2006-03-12,Manchester United,Newcastle,Man United,Newcastle,2,0,H,2,0,1.4,4.33,7.5,B365,1.51
E0-0506-2006-03-15-liverpool-fulham,E0,Premier League,1,0506,2005/06,2006-03-15,Liverpool,Fulham,Liverpool,Fulham,5,1,H,2,1,1.36,4.33,9,B365,1.4652
E0-0506-2006-03-18-arsenal-charlton,E0,Premier League,1,0506,2005/06,2006-03-18,Arsenal,charlton,Arsenal,Charlton,3,0,H,2,0,1.3,4.5,9.5,B365,1.4257
E0-0506-2006-03-18-bolton-sunderland,E0,Premier League,1,0506,2005/06,2006-03-18,bolton,Sunderland,Bolton,Sunderland,2,0,H,0,0,1.33,4.5,9.5,B365,1.4356
E0-0506-2006-03-25-chelsea-man-city,E0,Premier League,1,0506,2005/06,2006-03-25,Chelsea,Manchester City,Chelsea,Man City,2,0,H,2,0,1.25,5,13,B365,1.3462
E0-0506-2006-03-25-liverpool-everton,E0,Premier League,1,0506,2005/06,2006-03-25,Liverpool,Everton,Liverpool,Everton,3,1,H,1,0,1.57,3.6,6,B365,1.6978
E0-0506-2006-03-26-man-united-birmingham,E0,Premier League,1,0506,2005/06,2006-03-26,Manchester United,birmingham,Man United,Birmingham,3,0,H,2,0,1.18,6,17,B365,1.2661
E0-0506-2006-03-27-tottenham-west-brom,E0,Premier League,1,0506,2005/06,2006-03-27,Tottenham,west brom,Tottenham,West Brom,2,1,H,0,1,1.44,4,7.5,B365,1.552
E0-0506-2006-03-29-man-united-west-ham,E0,Premier League,1,0506,2005/06,2006-03-29,Manchester United,West Ham,Man United,West Ham,1,0,H,1,0,1.28,5.5,8.5,B365,1.3833
E0-0506-2006-04-01-arsenal-aston-villa,E0,Premier League,1,0506,2005/06,2006-04-01,Arsenal,Aston Villa,Arsenal,Aston Villa,5,0,H,2,0,1.28,5,10,B365,1.384
E0-0506-2006-04-01-everton-sunderland,E0,Premier League,1,0506,2005/06,2006-04-01,Everton,Sunderland,Everton,Sunderland,2,2,D,2,1,1.36,4.33,9,B365,1.4652
E0-0506-2006-04-08-tottenham-man-city,E0,Premier League,1,0506,2005/06,2006-04-08,Tottenham,Manchester City,Tottenham,Man City,2,1,H,1,0,1.61,3.6,5.5,B365,1.7399
E0-0506-2006-04-09-chelsea-west-ham,E0,Premier League,1,0506,2005/06,2006-04-09,Chelsea,West Ham,Chelsea,West Ham,4,1,H,2,1,1.25,5.5,13,B365,1.3234
E0-0506-2006-04-09-liverpool-bolton,E0,Premier League,1,0506,2005/06,2006-04-09,Liverpool,bolton,Liverpool,Bolton,1,0,H,1,0,1.44,4.2,7,B365,1.5486
E0-0506-2006-04-14-man-united-sunderland,E0,Premier League,1,0506,2005/06,2006-04-14,Manchester United,Sunderland,Man United,Sunderland,0,0,D,0,0,1.1,8,26,B365,1.1798
E0-0506-2006-04-15-arsenal-west-brom,E0,Premier League,1,0506,2005/06,2006-04-15,Arsenal,west brom,Arsenal,West Brom,3,1,H,1,0,1.22,5.5,13,B365,1.3157
E0-0506-2006-04-17-chelsea-everton,E0,Premier League,1,0506,2005/06,2006-04-17,Chelsea,Everton,Chelsea,Everton,3,0,H,1,0,1.2,5.5,11,B365,1.3273
E0-0506-2006-04-22-arsenal-tottenham,E0,Premier League,1,0506,2005/06,2006-04-22,Arsenal,Tottenham,Arsenal,Tottenham,1,1,D,0,0,1.66,3.4,5.5,B365,1.7901
E0-0506-2006-04-22-portsmouth-sunderland,E0,Premier League,1,0506,2005/06,2006-04-22,portsmouth,Sunderland,Portsmouth,Sunderland,2,1,H,0,0,1.36,4.33,9,B365,1.4652
E0-0506-2006-04-29-liverpool-aston-villa,E0,Premier League,1,0506,2005/06,2006-04-29,Liverpool,Aston Villa,Liverpool,Aston Villa,3,1,H,1,0,1.36,4.33,9,B365,1.4652
E0-0506-2006-04-30-tottenham-bolton,E0,Premier League,1,0506,2005/06,2006-04-30,Tottenham,bolton,Tottenham,Bolton,1,0,H,0,0,1.61,3.6,5.5,B365,1.7399
E0-0506-2006-05-01-man-united-middlesbrough,E0,Premier League,1,0506,2005/06,2006-05-01,Manchester United,middlesbrough,Man United,Middlesbrough,0,0,D,0,0,1.25,5.5,10,B365,1.3523
E0-0506-2006-05-03-bolton-middlesbrough,E0,Premier League,1,0506,2005/06,2006-05-03,bolton,middlesbrough,Bolton,Middlesbrough,1,1,D,0,0,1.57,3.8,5.5,B365,1.6986
E0-0506-2006-05-07-arsenal-wigan,E0,Premier League,1,0506,2005/06,2006-05-07,Arsenal,wigan,Arsenal,Wigan,4,2,H,2,2,1.2,6,13,B365,1.2923
E0-0506-2006-05-07-aston-villa-sunderland,E0,Premier League,1,0506,2005/06,2006-05-07,Aston Villa,Sunderland,Aston Villa,Sunderland,2,1,H,1,0,1.53,3.8,6,B365,1.6576
E0-0506-2006-05-07-blackburn-man-city,E0,Premier League,1,0506,2005/06,2006-05-07,blackburn,Manchester City,Blackburn,Man City,2,0,H,1,0,1.66,3.4,5.5,B365,1.7901
E0-0506-2006-05-07-bolton-birmingham,E0,Premier League,1,0506,2005/06,2006-05-07,bolton,birmingham,Bolton,Birmingham,1,0,H,0,0,1.61,3.6,5.5,B365,1.7399
E0-0506-2006-05-07-everton-west-brom,E0,Premier League,1,0506,2005/06,2006-05-07,Everton,west brom,Everton,West Brom,2,2,D,0,1,1.66,3.4,5.5,B365,1.7901
E0-0506-2006-05-07-fulham-middlesbrough,E0,Premier League,1,0506,2005/06,2006-05-07,Fulham,middlesbrough,Fulham,Middlesbrough,1,0,H,0,0,1.66,3.4,5.5,B365,1.7901
E0-0506-2006-05-07-man-united-charlton,E0,Premier League,1,0506,2005/06,2006-05-07,Manchester United,charlton,Man United,Charlton,4,0,H,3,0,1.2,6,13,B365,1.2923
E0-0607-2006-08-19-arsenal-aston-villa,E0,Premier League,1,0607,2006/07,2006-08-19,Arsenal,Aston Villa,Arsenal,Aston Villa,1,1,D,0,0,1.28,4.5,13,B365,1.3829
E0-0607-2006-08-19-everton-watford,E0,Premier League,1,0607,2006/07,2006-08-19,Everton,watford,Everton,Watford,2,1,H,1,0,1.66,3.4,5.5,B365,1.7901
E0-0607-2006-08-20-chelsea-man-city,E0,Premier League,1,0607,2006/07,2006-08-20,Chelsea,Manchester City,Chelsea,Man City,3,0,H,2,0,1.22,5.5,13,B365,1.3157
E0-0607-2006-08-20-man-united-fulham,E0,Premier League,1,0607,2006/07,2006-08-20,Manchester United,Fulham,Man United,Fulham,5,1,H,4,1,1.22,5.5,13,B365,1.3157
E0-0607-2006-08-22-tottenham-sheffield-united,E0,Premier League,1,0607,2006/07,2006-08-22,Tottenham,Sheffield United,Tottenham,Sheffield United,2,0,H,2,0,1.5,3.75,7,B365,1.6143
E0-0607-2006-08-26-liverpool-west-ham,E0,Premier League,1,0607,2006/07,2006-08-26,Liverpool,West Ham,Liverpool,West Ham,2,1,H,2,1,1.44,4,7.5,B365,1.552
E0-0607-2006-09-09-arsenal-middlesbrough,E0,Premier League,1,0607,2006/07,2006-09-09,Arsenal,middlesbrough,Arsenal,Middlesbrough,1,1,D,0,1,1.33,4.33,10,B365,1.4402
E0-0607-2006-09-09-bolton-watford,E0,Premier League,1,0607,2006/07,2006-09-09,bolton,watford,Bolton,Watford,1,0,H,0,0,1.66,3.4,5.5,B365,1.7901
E0-0607-2006-09-09-chelsea-charlton,E0,Premier League,1,0607,2006/07,2006-09-09,Chelsea,charlton,Chelsea,Charlton,2,1,H,1,0,1.2,5.5,17,B365,1.2888
E0-0607-2006-09-09-man-united-tottenham,E0,Premier League,1,0607,2006/07,2006-09-09,Manchester United,Tottenham,Man United,Tottenham,1,0,H,1,0,1.5,3.75,7,B365,1.6143
E0-0607-2006-09-17-tottenham-fulham,E0,Premier League,1,0607,2006/07,2006-09-17,Tottenham,Fulham,Tottenham,Fulham,0,0,D,0,0,1.61,3.4,6,B365,1.7419
E0-0607-2006-09-20-liverpool-newcastle,E0,Premier League,1,0607,2006/07,2006-09-20,Liverpool,Newcastle,Liverpool,Newcastle,2,0,H,1,0,1.53,3.6,6.5,B365,1.6604
E0-0607-2006-09-23-arsenal-sheffield-united,E0,Premier League,1,0607,2006/07,2006-09-23,Arsenal,Sheffield United,Arsenal,Sheffield United,3,0,H,0,0,1.2,5.5,17,B365,1.2888
E0-0607-2006-09-23-liverpool-tottenham,E0,Premier League,1,0607,2006/07,2006-09-23,Liverpool,Tottenham,Liverpool,Tottenham,3,0,H,0,0,1.61,3.75,5.25,B365,1.736
E0-0607-2006-09-30-chelsea-aston-villa,E0,Premier League,1,0607,2006/07,2006-09-30,Chelsea,Aston Villa,Chelsea,Aston Villa,1,1,D,1,1,1.3,5,8.5,B365,1.4129
E0-0607-2006-10-01-man-united-newcastle,E0,Premier League,1,0607,2006/07,2006-10-01,Manchester United,Newcastle,Man United,Newcastle,2,0,H,1,0,1.3,4.33,13,B365,1.4002
E0-0607-2006-10-14-arsenal-watford,E0,Premier League,1,0607,2006/07,2006-10-14,Arsenal,watford,Arsenal,Watford,3,0,H,2,0,1.16,6.5,15,B365,1.2558
E0-0607-2006-10-14-liverpool-blackburn,E0,Premier League,1,0607,2006/07,2006-10-14,Liverpool,blackburn,Liverpool,Blackburn,1,1,D,0,1,1.44,4,7.5,B365,1.552
E0-0607-2006-10-14-man-city-sheffield-united,E0,Premier League,1,0607,2006/07,2006-10-14,Manchester City,Sheffield United,Man City,Sheffield United,0,0,D,0,0,1.66,3.6,5,B365,1.7931
E0-0607-2006-10-21-chelsea-portsmouth,E0,Premier League,1,0607,2006/07,2006-10-21,Chelsea,portsmouth,Chelsea,Portsmouth,2,1,H,0,0,1.28,5,10,B365,1.384
E0-0607-2006-10-21-everton-sheffield-united,E0,Premier League,1,0607,2006/07,2006-10-21,Everton,Sheffield United,Everton,Sheffield United,2,0,H,2,0,1.57,3.5,6.5,B365,1.6901
E0-0607-2006-10-28-arsenal-everton,E0,Premier League,1,0607,2006/07,2006-10-28,Arsenal,Everton,Arsenal,Everton,1,1,D,0,1,1.4,4,9,B365,1.5056
E0-0607-2006-10-28-liverpool-aston-villa,E0,Premier League,1,0607,2006/07,2006-10-28,Liverpool,Aston Villa,Liverpool,Aston Villa,3,1,H,3,0,1.53,3.6,6.5,B365,1.6604
E0-0607-2006-11-04-liverpool-reading,E0,Premier League,1,0607,2006/07,2006-11-04,Liverpool,reading,Liverpool,Reading,2,0,H,1,0,1.33,4.5,9.5,B365,1.4356
E0-0607-2006-11-04-man-united-portsmouth,E0,Premier League,1,0607,2006/07,2006-11-04,Manchester United,portsmouth,Man United,Portsmouth,3,0,H,2,0,1.3,5,9,B365,1.4044
E0-0607-2006-11-11-chelsea-watford,E0,Premier League,1,0607,2006/07,2006-11-11,Chelsea,watford,Chelsea,Watford,4,0,H,2,0,1.12,7,23,B365,1.2087
E0-0607-2006-11-18-arsenal-newcastle,E0,Premier League,1,0607,2006/07,2006-11-18,Arsenal,Newcastle,Arsenal,Newcastle,1,1,D,0,1,1.25,5,13,B365,1.3462
E0-0607-2006-11-18-chelsea-west-ham,E0,Premier League,1,0607,2006/07,2006-11-18,Chelsea,West Ham,Chelsea,West Ham,1,0,H,1,0,1.18,5.75,17,B365,1.2746
E0-0607-2006-11-18-portsmouth-watford,E0,Premier League,1,0607,2006/07,2006-11-18,portsmouth,watford,Portsmouth,Watford,2,1,H,1,1,1.61,3.6,5.5,B365,1.7399
E0-0607-2006-11-25-liverpool-man-city,E0,Premier League,1,0607,2006/07,2006-11-25,Liverpool,Manchester City,Liverpool,Man City,1,0,H,0,0,1.44,3.75,8.5,B365,1.5534
E0-0607-2006-11-29-liverpool-portsmouth,E0,Premier League,1,0607,2006/07,2006-11-29,Liverpool,portsmouth,Liverpool,Portsmouth,0,0,D,0,0,1.44,4,7.5,B365,1.552
E0-0607-2006-11-29-man-united-everton,E0,Premier League,1,0607,2006/07,2006-11-29,Manchester United,Everton,Man United,Everton,3,0,H,1,0,1.33,4.5,9.5,B365,1.4356
E0-0607-2006-12-04-man-city-watford,E0,Premier League,1,0607,2006/07,2006-12-04,Manchester City,watford,Man City,Watford,0,0,D,0,0,1.57,3.6,6,B365,1.6978
E0-0607-2006-12-09-liverpool-fulham,E0,Premier League,1,0607,2006/07,2006-12-09,Liverpool,Fulham,Liverpool,Fulham,4,0,H,0,0,1.33,4.5,9.5,B365,1.4356
E0-0607-2006-12-09-man-united-man-city,E0,Premier League,1,0607,2006/07,2006-12-09,Manchester United,Manchester City,Man United,Man City,3,1,H,2,0,1.36,4.33,9,B365,1.4652
E0-0607-2006-12-09-tottenham-charlton,E0,Premier League,1,0607,2006/07,2006-12-09,Tottenham,charlton,Tottenham,Charlton,5,1,H,2,1,1.53,4,6,B365,1.6375
E0-0607-2006-12-13-chelsea-newcastle,E0,Premier League,1,0607,2006/07,2006-12-13,Chelsea,Newcastle,Chelsea,Newcastle,1,0,H,0,0,1.2,6,13,B365,1.2923
E0-0607-2006-12-16-arsenal-portsmouth,E0,Premier League,1,0607,2006/07,2006-12-16,Arsenal,portsmouth,Arsenal,Portsmouth,2,2,D,0,1,1.4,4.33,7.5,B365,1.51
E0-0607-2006-12-23-arsenal-blackburn,E0,Premier League,1,0607,2006/07,2006-12-23,Arsenal,blackburn,Arsenal,Blackburn,6,2,H,3,1,1.33,4.5,9.5,B365,1.4356
E0-0607-2006-12-23-liverpool-watford,E0,Premier League,1,0607,2006/07,2006-12-23,Liverpool,watford,Liverpool,Watford,2,0,H,0,0,1.2,6,13,B365,1.2923
E0-0607-2006-12-23-portsmouth-sheffield-united,E0,Premier League,1,0607,2006/07,2006-12-23,portsmouth,Sheffield United,Portsmouth,Sheffield United,3,1,H,0,1,1.66,3.6,5,B365,1.7931
E0-0607-2006-12-26-chelsea-reading,E0,Premier League,1,0607,2006/07,2006-12-26,Chelsea,reading,Chelsea,Reading,2,2,D,1,0,1.18,6,15,B365,1.2753
E0-0607-2006-12-26-man-united-wigan,E0,Premier League,1,0607,2006/07,2006-12-26,Manchester United,wigan,Man United,Wigan,3,1,H,0,0,1.18,6,15,B365,1.2753
E0-0607-2006-12-30-chelsea-fulham,E0,Premier League,1,0607,2006/07,2006-12-30,Chelsea,Fulham,Chelsea,Fulham,2,2,D,1,1,1.14,6.5,21,B365,1.2297
